"AnswerId","JobName","Worker","Status","WorkDurationInSeconds","TaskReservedTime","TaskStartedTime","AnswerSubmittedTime","AnswerAcceptedTime","AnswerRejectedTime","ScheduledAutoApprovalTime","ScheduledAutoRejectionTime","Answer.1:fileId","Answer.2:selections","Answer.3:selections","Answer.4:selections","Answer.5:freetext"
"8885AC48DE922A4","Sympathie_2016-11-02T12:28:51.716Z","F8C619B8E7","AUTOMATICALLY_ACCEPTED","101","2016.12.12 16:10:20 +0000","2016.12.12 16:10:22 +0000","2016.12.12 16:12:03 +0000","2016.12.12 16:12:03 +0000","","2016.12.12 16:12:03 +0000","2016.12.12 16:12:03 +0000","https://api.crowdee.de/v1/files/c8b62b7786b535f843bf75a23fcd8ed1","1","4","1","31"
"52AA3D6F92FD627","Sympathie_2016-11-02T12:28:51.716Z","83CC17D313","AUTOMATICALLY_ACCEPTED","68","2016.12.12 20:43:35 +0000","2016.12.12 20:43:35 +0000","2016.12.12 20:44:44 +0000","2016.12.12 20:44:44 +0000","","2016.12.12 20:44:44 +0000","2016.12.12 20:44:44 +0000","https://api.crowdee.de/v1/files/e4ab5a3aad4a32f5f0efa13ad9039c09","1","4","0","26"
"FF42F3300398C6D","Sympathie_2016-11-02T12:28:51.716Z","448394EF8E","AUTOMATICALLY_ACCEPTED","73","2016.12.14 01:24:31 +0000","2016.12.14 01:24:31 +0000","2016.12.14 01:25:44 +0000","2016.12.14 01:25:44 +0000","","2016.12.14 01:25:44 +0000","2016.12.14 01:25:44 +0000","FILE_ID_MISSING","1","4","0","22"
"C06CE560587F9D6","Sympathie_2016-11-02T12:28:51.716Z","B70C2F869B","AUTOMATICALLY_REJECTED","109","2017.01.12 12:38:51 +0000","2017.01.12 12:38:51 +0000","2017.01.12 12:40:40 +0000","","2017.01.12 12:40:40 +0000","2017.01.12 12:40:40 +0000","2017.01.12 12:40:40 +0000","https://api.crowdee.de/v1/files/f74ffd7cc85ddc13d1d68fdaf938f277","1","3","1","22"
"D733EE7CD5FFBC5","Sympathie_2016-11-02T12:28:51.716Z","96A184FD87","AUTOMATICALLY_ACCEPTED","100","2017.01.12 12:43:36 +0000","2017.01.12 12:43:37 +0000","2017.01.12 12:45:17 +0000","2017.01.12 12:45:17 +0000","","2017.01.12 12:45:17 +0000","2017.01.12 12:45:17 +0000","https://api.crowdee.de/v1/files/bb01d6d9286417d56ace7dc2b2f81d56","1","4","0","43"
"6A9940466DDD26F","Sympathie_2016-11-02T12:28:51.716Z","B1954179D4","AUTOMATICALLY_REJECTED","58","2017.01.13 12:45:52 +0000","2017.01.13 12:45:54 +0000","2017.01.13 12:46:53 +0000","","2017.01.13 12:46:53 +0000","2017.01.13 12:46:53 +0000","2017.01.13 12:46:53 +0000","https://api.crowdee.de/v1/files/3a5804044ad57cc5fef921a3057034af","1","3","1","39"
"A67CCE8AA717658","Sympathie_2016-11-02T12:28:51.716Z","B1954179D4","AUTOMATICALLY_REJECTED","139","2017.01.13 12:47:06 +0000","2017.01.13 12:47:14 +0000","2017.01.13 12:49:33 +0000","","2017.01.13 12:49:34 +0000","2017.01.13 12:49:33 +0000","2017.01.13 12:49:33 +0000","https://api.crowdee.de/v1/files/08ebd87611ea3a02fc528072a12fd542","1","3","1","39"
"B5CBCB0C9A226F9","Sympathie_2016-11-02T12:28:51.716Z","B1954179D4","AUTOMATICALLY_REJECTED","56","2017.01.14 11:41:50 +0000","2017.01.14 11:41:52 +0000","2017.01.14 11:42:49 +0000","","2017.01.14 11:42:49 +0000","2017.01.14 11:42:49 +0000","2017.01.14 11:42:49 +0000","https://api.crowdee.de/v1/files/68d80a3f397b8def29ce64d7fac5da65","0","3","1","39"
"6942FECD026148C","Sympathie_2016-11-02T12:28:51.716Z","B1954179D4","AUTOMATICALLY_REJECTED","42","2017.01.14 11:42:54 +0000","2017.01.14 11:42:54 +0000","2017.01.14 11:43:37 +0000","","2017.01.14 11:43:37 +0000","2017.01.14 11:43:37 +0000","2017.01.14 11:43:37 +0000","https://api.crowdee.de/v1/files/7e0a5983f92f5a66119ec44f0fefc23d","1","3","1","39"
"59A0096B433047E","Sympathie_2016-11-02T12:28:51.716Z","10F613A358","AUTOMATICALLY_ACCEPTED","103","2017.01.15 08:34:56 +0000","2017.01.15 08:34:56 +0000","2017.01.15 08:36:40 +0000","2017.01.15 08:36:41 +0000","","2017.01.15 08:36:40 +0000","2017.01.15 08:36:40 +0000","https://api.crowdee.de/v1/files/2e129d6d07ba26338f6df24aa0bfa676","1","4","0","40"
"9D5902E297654D6","Sympathie_2016-11-02T12:28:51.716Z","1883B182D4","AUTOMATICALLY_ACCEPTED","77","2017.01.16 12:37:40 +0000","2017.01.16 12:37:41 +0000","2017.01.16 12:38:58 +0000","2017.01.16 12:38:58 +0000","","2017.01.16 12:38:58 +0000","2017.01.16 12:38:58 +0000","https://api.crowdee.de/v1/files/ed4936ffe67262e1288a0a073e9b2534","1","4","0","26"
"395E72FC222396E","Sympathie_2016-11-02T12:28:51.716Z","AEC4780A35","AUTOMATICALLY_REJECTED","130","2017.01.16 14:25:06 +0000","2017.01.16 14:25:06 +0000","2017.01.16 14:27:17 +0000","","2017.01.16 14:27:17 +0000","2017.01.16 14:27:17 +0000","2017.01.16 14:27:17 +0000","https://api.crowdee.de/v1/files/ee5bfc708257c362bc15bc8a790943f6","0","3","0","30"
"2AD3C81D456452D","Sympathie_2016-11-02T12:28:51.716Z","BFB88A5651","AUTOMATICALLY_ACCEPTED","128","2017.01.17 00:02:17 +0000","2017.01.17 00:02:18 +0000","2017.01.17 00:04:26 +0000","2017.01.17 00:04:26 +0000","","2017.01.17 00:04:26 +0000","2017.01.17 00:04:26 +0000","https://api.crowdee.de/v1/files/eeb11653b3e5b104cda2f80960210022","1","4","0","26"
"FAD58CD1B4D29A8","Sympathie_2016-11-02T12:28:51.716Z","0BB7D247F6","AUTOMATICALLY_ACCEPTED","160","2017.01.17 06:38:20 +0000","2017.01.17 06:38:21 +0000","2017.01.17 06:41:01 +0000","2017.01.17 06:41:01 +0000","","2017.01.17 06:41:01 +0000","2017.01.17 06:41:01 +0000","https://api.crowdee.de/v1/files/7c018caf8f24ea05531ea5990ae8a63c","1","4","1","29"
"A9A4375D096091B","Sympathie_2016-11-02T12:28:51.716Z","8DF73C031C","AUTOMATICALLY_ACCEPTED","72","2017.01.17 16:18:48 +0000","2017.01.17 16:18:49 +0000","2017.01.17 16:20:01 +0000","2017.01.17 16:20:01 +0000","","2017.01.17 16:20:01 +0000","2017.01.17 16:20:01 +0000","https://api.crowdee.de/v1/files/6d902ad5559c929f7319bfd9bec27052","1","4","1","35"
"A1E9340D64F65AA","Sympathie_2016-11-02T12:28:51.716Z","539B68F9DD","AUTOMATICALLY_ACCEPTED","69","2017.01.18 21:10:15 +0000","2017.01.18 21:10:15 +0000","2017.01.18 21:11:25 +0000","2017.01.18 21:11:25 +0000","","2017.01.18 21:11:25 +0000","2017.01.18 21:11:25 +0000","https://api.crowdee.de/v1/files/4d8f99fc5db3d40107d9b9775e57c74e","1","4","0","30"
"D97022C950549A4","Sympathie_2016-11-02T12:28:51.716Z","232BA5DFE0","AUTOMATICALLY_ACCEPTED","125","2017.01.18 22:00:11 +0000","2017.01.18 22:00:11 +0000","2017.01.18 22:02:17 +0000","2017.01.18 22:02:17 +0000","","2017.01.18 22:02:17 +0000","2017.01.18 22:02:17 +0000","https://api.crowdee.de/v1/files/4538f561de3b7082aaba9f635c0d7fb7","1","4","0","19"
"AF7FD7E168229E5","Sympathie_2016-11-02T12:28:51.716Z","0DD79211FE","AUTOMATICALLY_REJECTED","90","2017.01.19 20:35:09 +0000","2017.01.19 20:35:10 +0000","2017.01.19 20:36:40 +0000","","2017.01.19 20:36:40 +0000","2017.01.19 20:36:40 +0000","2017.01.19 20:36:40 +0000","https://api.crowdee.de/v1/files/b3744623c6e3e1da96127bdd6c0c0bda","1","3","0","28"
"D5AC02A3E18DFC4","Sympathie_2016-11-02T12:28:51.716Z","0DD79211FE","AUTOMATICALLY_REJECTED","57","2017.01.19 20:36:49 +0000","2017.01.19 20:36:49 +0000","2017.01.19 20:37:47 +0000","","2017.01.19 20:37:47 +0000","2017.01.19 20:37:47 +0000","2017.01.19 20:37:47 +0000","https://api.crowdee.de/v1/files/0b4be3bb4a885e0799be43d4a18dfee4","1","3","0","28"
"36A89C15033D9A9","Sympathie_2016-11-02T12:28:51.716Z","0DD79211FE","AUTOMATICALLY_REJECTED","52","2017.01.19 20:39:32 +0000","2017.01.19 20:39:32 +0000","2017.01.19 20:40:24 +0000","","2017.01.19 20:40:24 +0000","2017.01.19 20:40:24 +0000","2017.01.19 20:40:24 +0000","https://api.crowdee.de/v1/files/73c5e7aedcf4e9675e6bcee3be64ba2a","1","3","0","28"
"A459E9CE46C6605","Sympathie_2016-11-02T12:28:51.716Z","68ABF56035","AUTOMATICALLY_ACCEPTED","122","2017.01.20 13:42:43 +0000","2017.01.20 13:42:43 +0000","2017.01.20 13:44:46 +0000","2017.01.20 13:44:46 +0000","","2017.01.20 13:44:46 +0000","2017.01.20 13:44:46 +0000","https://api.crowdee.de/v1/files/ac01baeec944f270365752782fdfba18","1","4","1","35"
"38D0F9CE23B0CC8","Sympathie_2016-11-02T12:28:51.716Z","B4ABC8B476","AUTOMATICALLY_ACCEPTED","96","2017.01.21 12:47:57 +0000","2017.01.21 12:47:57 +0000","2017.01.21 12:49:34 +0000","2017.01.21 12:49:34 +0000","","2017.01.21 12:49:34 +0000","2017.01.21 12:49:34 +0000","https://api.crowdee.de/v1/files/9cae2e76a1f94a786a0a7238cfe8cd03","1","4","0","19"
"372409FCF3BB019","Sympathie_2016-11-02T12:28:51.716Z","0DD79211FE","AUTOMATICALLY_REJECTED","96","2017.01.21 21:18:33 +0000","2017.01.21 21:18:33 +0000","2017.01.21 21:20:10 +0000","","2017.01.21 21:20:10 +0000","2017.01.21 21:20:10 +0000","2017.01.21 21:20:10 +0000","https://api.crowdee.de/v1/files/98a7b5d68d3121318ee5713963b49ac4","1","3","0","28"
"6C1DC3FEAE61C0E","Sympathie_2016-11-02T12:28:51.716Z","0DD79211FE","AUTOMATICALLY_REJECTED","55","2017.01.21 21:20:55 +0000","2017.01.21 21:20:56 +0000","2017.01.21 21:21:51 +0000","","2017.01.21 21:21:51 +0000","2017.01.21 21:21:51 +0000","2017.01.21 21:21:51 +0000","https://api.crowdee.de/v1/files/e64c13700197521a7e886c8dae5da38b","0","3","0","28"
"CD2C7512BAE059B","Sympathie_2016-11-02T12:28:51.716Z","5BB7EC7F74","AUTOMATICALLY_ACCEPTED","167","2017.01.22 19:27:06 +0000","2017.01.22 19:27:08 +0000","2017.01.22 19:29:55 +0000","2017.01.22 19:29:55 +0000","","2017.01.22 19:29:55 +0000","2017.01.22 19:29:55 +0000","https://api.crowdee.de/v1/files/d017241900dd0310af277a5e7e4ce335","1","4","0","29"
"97A02ECD94F3E03","Sympathie_2016-11-02T12:28:51.716Z","841072C88A","AUTOMATICALLY_ACCEPTED","107","2017.01.22 20:02:33 +0000","2017.01.22 20:02:34 +0000","2017.01.22 20:04:21 +0000","2017.01.22 20:04:21 +0000","","2017.01.22 20:04:21 +0000","2017.01.22 20:04:21 +0000","https://api.crowdee.de/v1/files/02042b3ec30603cfd0b667fd949af677","1","4","0","27"
"CFF2EBFC46E9D7F","Sympathie_2016-11-02T12:28:51.716Z","A3F9D5C924","AUTOMATICALLY_ACCEPTED","157","2017.01.22 23:31:12 +0000","2017.01.22 23:31:13 +0000","2017.01.22 23:33:50 +0000","2017.01.22 23:33:50 +0000","","2017.01.22 23:33:50 +0000","2017.01.22 23:33:50 +0000","https://api.crowdee.de/v1/files/f3e55e1d955b1b73b3149eb18b8ad8dc","1","4","0","21"
"F5527C0B1644807","Sympathie_2016-11-02T12:28:51.716Z","5CC746BAE7","AUTOMATICALLY_ACCEPTED","116","2017.01.23 10:58:26 +0000","2017.01.23 10:58:26 +0000","2017.01.23 11:00:23 +0000","2017.01.23 11:00:23 +0000","","2017.01.23 11:00:23 +0000","2017.01.23 11:00:23 +0000","https://api.crowdee.de/v1/files/943f84de44f68ee9d38c4d5836a43f85","1","4","0","41"
"EC53FD130E4BB11","Sympathie_2016-11-02T12:28:51.716Z","E0B65F3770","AUTOMATICALLY_ACCEPTED","57","2017.01.24 11:07:58 +0000","2017.01.24 11:07:59 +0000","2017.01.24 11:08:56 +0000","2017.01.24 11:08:56 +0000","","2017.01.24 11:08:56 +0000","2017.01.24 11:08:56 +0000","https://api.crowdee.de/v1/files/0e7235939231eab0f1f15c00a0f9b979","1","4","0","25"
"B5966003F013B9B","Sympathie_2016-11-02T12:28:51.716Z","9046146062","AUTOMATICALLY_ACCEPTED","135","2017.01.24 15:45:07 +0000","2017.01.24 15:45:07 +0000","2017.01.24 15:47:22 +0000","2017.01.24 15:47:23 +0000","","2017.01.24 15:47:22 +0000","2017.01.24 15:47:22 +0000","https://api.crowdee.de/v1/files/2d4fd048aeb9efc6af3754ad02439ab6","1","4","1","24"
"5470863089DF40D","Sympathie_2016-11-02T12:28:51.716Z","83F56E4F2B","AUTOMATICALLY_ACCEPTED","73","2017.01.24 20:38:07 +0000","2017.01.24 20:38:07 +0000","2017.01.24 20:39:20 +0000","2017.01.24 20:39:20 +0000","","2017.01.24 20:39:20 +0000","2017.01.24 20:39:20 +0000","https://api.crowdee.de/v1/files/308bb400e3d0173f12888ce7e340cbf8","1","4","0","25"
"076E0549A19CFB7","Sympathie_2016-11-02T12:28:51.716Z","213D3B2B5D","AUTOMATICALLY_ACCEPTED","194","2017.01.24 22:29:43 +0000","2017.01.24 22:29:43 +0000","2017.01.24 22:32:58 +0000","2017.01.24 22:32:58 +0000","","2017.01.24 22:32:58 +0000","2017.01.24 22:32:58 +0000","https://api.crowdee.de/v1/files/d975ffd31bdf1171dc2cc96ce5683d17","1","4","1","19"
"C1E8F1FDF873890","Sympathie_2016-11-02T12:28:51.716Z","D89ED4DC39","AUTOMATICALLY_ACCEPTED","107","2017.01.25 15:10:49 +0000","2017.01.25 15:10:49 +0000","2017.01.25 15:12:36 +0000","2017.01.25 15:12:36 +0000","","2017.01.25 15:12:36 +0000","2017.01.25 15:12:36 +0000","https://api.crowdee.de/v1/files/ea07ab00ed1b5b7b8181c26bb78c6e9f","1","4","0","31"
"68903C74164D87E","Sympathie_2016-11-02T12:28:51.716Z","ED43BC1F66","AUTOMATICALLY_REJECTED","210","2017.01.25 16:37:14 +0000","2017.01.25 16:37:15 +0000","2017.01.25 16:40:45 +0000","","2017.01.25 16:40:45 +0000","2017.01.25 16:40:45 +0000","2017.01.25 16:40:45 +0000","https://api.crowdee.de/v1/files/135b9f8c4e1024a23b30b34713fbb0b0","0","4","0","18"
"634138D9E6294CF","Sympathie_2016-11-02T12:28:51.716Z","4340881099","AUTOMATICALLY_ACCEPTED","72","2017.01.25 21:24:26 +0000","2017.01.25 21:24:26 +0000","2017.01.25 21:25:39 +0000","2017.01.25 21:25:39 +0000","","2017.01.25 21:25:39 +0000","2017.01.25 21:25:39 +0000","https://api.crowdee.de/v1/files/79b525864d1ace16e89da6dfd91374ec","1","4","0","28"
"064E742A53E7871","Sympathie_2016-11-02T12:28:51.716Z","E6307B9BA8","AUTOMATICALLY_ACCEPTED","142","2017.01.26 18:18:19 +0000","2017.01.26 18:18:19 +0000","2017.01.26 18:20:42 +0000","2017.01.26 18:20:42 +0000","","2017.01.26 18:20:42 +0000","2017.01.26 18:20:42 +0000","https://api.crowdee.de/v1/files/d9a3c285de9416939fca7ffa291688c9","1","4","0","19"
"E5FB46CD878FD35","Sympathie_2016-11-02T12:28:51.716Z","2122002237","AUTOMATICALLY_ACCEPTED","83","2017.01.29 10:26:12 +0000","2017.01.29 10:26:13 +0000","2017.01.29 10:27:36 +0000","2017.01.29 10:27:36 +0000","","2017.01.29 10:27:36 +0000","2017.01.29 10:27:36 +0000","https://api.crowdee.de/v1/files/66503ac75d74e17b3b0553de7e2b1a27","1","4","1","18"
"BBE8374372AE0A9","Sympathie_2016-11-02T12:28:51.716Z","3D6FF013E2","AUTOMATICALLY_REJECTED","163","2017.01.29 14:39:09 +0000","2017.01.29 14:39:10 +0000","2017.01.29 14:41:53 +0000","","2017.01.29 14:41:53 +0000","2017.01.29 14:41:53 +0000","2017.01.29 14:41:53 +0000","https://api.crowdee.de/v1/files/7399f53b03a112d55ac1b006d7ed0769","1","3","0","26"
"B4EE6C2A135D0AC","Sympathie_2016-11-02T12:28:51.716Z","56528AAC19","AUTOMATICALLY_REJECTED","143","2017.02.01 02:47:35 +0000","2017.02.01 02:47:35 +0000","2017.02.01 02:49:58 +0000","","2017.02.01 02:49:59 +0000","2017.02.01 02:49:58 +0000","2017.02.01 02:49:58 +0000","https://api.crowdee.de/v1/files/41548d5e92ad446d8f6864b0cefc1a6f","0","4","0","35"
"2663683AA73F4D0","Sympathie_2016-11-02T12:28:51.716Z","39ABEDDDC5","AUTOMATICALLY_ACCEPTED","65","2017.02.02 11:05:14 +0000","2017.02.02 11:05:15 +0000","2017.02.02 11:06:20 +0000","2017.02.02 11:06:20 +0000","","2017.02.02 11:06:20 +0000","2017.02.02 11:06:20 +0000","https://api.crowdee.de/v1/files/7f0ad7852437a32201b26d25cfd4a18d","1","4","1","19"
"B22A44DBBD84EEC","Sympathie_2016-11-02T12:28:51.716Z","ED43BC1F66","AUTOMATICALLY_ACCEPTED","121","2017.02.02 17:51:15 +0000","2017.02.02 17:51:15 +0000","2017.02.02 17:53:17 +0000","2017.02.02 17:53:17 +0000","","2017.02.02 17:53:17 +0000","2017.02.02 17:53:17 +0000","https://api.crowdee.de/v1/files/fc9dcead4ae0d4a8fff22d4c143f70af","1","4","0","18"
"A2CFABFA8F3B54A","Sympathie_2016-11-02T12:28:51.716Z","0B66F0C1AD","AUTOMATICALLY_ACCEPTED","162","2017.02.02 21:11:37 +0000","2017.02.02 21:11:37 +0000","2017.02.02 21:14:19 +0000","2017.02.02 21:14:19 +0000","","2017.02.02 21:14:19 +0000","2017.02.02 21:14:19 +0000","https://api.crowdee.de/v1/files/9f074272536f727684e455d531f415b6","1","4","1","44"
"74160D058712398","Sympathie_2016-11-02T12:28:51.716Z","2A5EC3EB51","AUTOMATICALLY_REJECTED","81","2017.02.03 18:06:08 +0000","2017.02.03 18:06:09 +0000","2017.02.03 18:07:31 +0000","","2017.02.03 18:07:31 +0000","2017.02.03 18:07:31 +0000","2017.02.03 18:07:31 +0000","https://api.crowdee.de/v1/files/b0459a3e29c164518dba16f1a71e00ca","1","0","0","32"
"37F17761DF17D79","Sympathie_2016-11-02T12:28:51.716Z","8586222692","AUTOMATICALLY_ACCEPTED","97","2017.02.03 18:19:15 +0000","2017.02.03 18:19:15 +0000","2017.02.03 18:20:53 +0000","2017.02.03 18:20:53 +0000","","2017.02.03 18:20:53 +0000","2017.02.03 18:20:53 +0000","https://api.crowdee.de/v1/files/86d72ac93bf2b9659dc061d7fafddc7a","1","4","0","20"
"FBB5D4504ABADF1","Sympathie_2016-11-02T12:28:51.716Z","43C26769CC","AUTOMATICALLY_ACCEPTED","53","2017.02.04 04:52:59 +0000","2017.02.04 04:53:01 +0000","2017.02.04 04:53:54 +0000","2017.02.04 04:53:54 +0000","","2017.02.04 04:53:54 +0000","2017.02.04 04:53:54 +0000","https://api.crowdee.de/v1/files/f31931f876768fd5c7404950b5914ecf","1","4","0","23"
"CAF007375E5A8D3","Sympathie_2016-11-02T12:28:51.716Z","024BC91B37","AUTOMATICALLY_ACCEPTED","98","2017.02.04 09:40:05 +0000","2017.02.04 09:40:06 +0000","2017.02.04 09:41:44 +0000","2017.02.04 09:41:44 +0000","","2017.02.04 09:41:44 +0000","2017.02.04 09:41:44 +0000","https://api.crowdee.de/v1/files/e924ed0cfa4970d19822cdfbe4ec66f6","1","4","1","34"
"B5065573E4FC103","Sympathie_2016-11-02T12:28:51.716Z","20F42FF082","AUTOMATICALLY_ACCEPTED","81","2017.02.05 22:11:12 +0000","2017.02.05 22:11:12 +0000","2017.02.05 22:12:34 +0000","2017.02.05 22:12:34 +0000","","2017.02.05 22:12:34 +0000","2017.02.05 22:12:34 +0000","https://api.crowdee.de/v1/files/889c1f306b4be4833363eecba8a67388","1","4","0","26"
