"AnswerId","JobName","Worker","Status","WorkDurationInSeconds","TaskReservedTime","TaskStartedTime","AnswerSubmittedTime","AnswerAcceptedTime","AnswerRejectedTime","ScheduledAutoApprovalTime","ScheduledAutoRejectionTime","Answer.1:fileId","Answer.2:selections","Answer.3:selections","Answer.4:selections","Answer.4:freetext","Answer.5:selections","Answer.5:freetext","Answer.6:selections","Answer.6:freetext","Answer.7:freetext"
"E0A8298D11C385A","Sympathie_2016-07-20T09:32:23.991Z","B1954179D4","AUTOMATICALLY_ACCEPTED","202","2016.09.03 07:46:21 +0000","2016.09.03 07:46:47 +0000","2016.09.03 07:50:10 +0000","2016.09.03 07:50:10 +0000","","2016.09.03 07:50:10 +0000","1970.01.01 00:00:00 +0000","FILE_ID_MISSING","4","1","9","","4","","6","","39"
"16DEF89E1487D66","Sympathie_2016-07-20T09:32:23.991Z","477890A379","AUTOMATICALLY_ACCEPTED","113","2016.09.03 08:25:36 +0000","2016.09.03 08:25:36 +0000","2016.09.03 08:27:30 +0000","2016.09.03 08:27:30 +0000","","2016.09.03 08:27:30 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/7e22a99227ac9706327875d7cadda4e1","0","0","9","","4","","6","","21"
"32B9068D2C8BE81","Sympathie_2016-07-20T09:32:23.991Z","0ED4D78BD8","AUTOMATICALLY_ACCEPTED","204","2016.09.03 09:52:47 +0000","2016.09.03 09:52:47 +0000","2016.09.03 09:56:12 +0000","2016.09.03 09:56:12 +0000","","2016.09.03 09:56:12 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/d176fb450d2fb7e226a9b46207811f42","4","0","9","","4","","6","","32"
"2BC2565FF696106","Sympathie_2016-07-20T09:32:23.991Z","39ABEDDDC5","AUTOMATICALLY_ACCEPTED","131","2016.09.03 10:29:20 +0000","2016.09.03 10:29:20 +0000","2016.09.03 10:31:32 +0000","2016.09.03 10:31:32 +0000","","2016.09.03 10:31:32 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/9d9af69ad899f32e6811dae730da7011","4","0","0,1,8","","1","","0,1","","19"
"9744266A56B74E6","Sympathie_2016-07-20T09:32:23.991Z","78E2A5C13D","AUTOMATICALLY_ACCEPTED","50","2016.09.03 11:23:53 +0000","2016.09.03 11:23:53 +0000","2016.09.03 11:24:44 +0000","2016.09.03 11:24:44 +0000","","2016.09.03 11:24:44 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/f0155e992c2dc1796199e40a8cafddc2","4","0","1,2,7,5","","3","","0","","20"
"7CB694334D8B15E","Sympathie_2016-07-20T09:32:23.991Z","711D71505C","AUTOMATICALLY_ACCEPTED","126","2016.09.03 15:22:26 +0000","2016.09.03 15:22:27 +0000","2016.09.03 15:24:33 +0000","2016.09.03 15:24:33 +0000","","2016.09.03 15:24:33 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/7ca81119df257517e3afaac91285cecb","4","0","9","","4","","6","","26"
"6214CE8A48A6101","Sympathie_2016-07-20T09:32:23.991Z","C7488B9FA7","AUTOMATICALLY_ACCEPTED","219","2016.09.03 17:17:19 +0000","2016.09.03 17:17:19 +0000","2016.09.03 17:20:59 +0000","2016.09.03 17:20:59 +0000","","2016.09.03 17:20:59 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/299389bafb27b053b58449120f68b317","4","0","9","","4","","4","","54"
"ED258EA109AAB6F","Sympathie_2016-07-20T09:32:23.991Z","7AAD10E513","AUTOMATICALLY_ACCEPTED","121","2016.09.03 18:14:07 +0000","2016.09.03 18:14:08 +0000","2016.09.03 18:16:10 +0000","2016.09.03 18:16:10 +0000","","2016.09.03 18:16:10 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/7ae13cc75e62c3b8d2a23a7dc4710e91","4","0","8,5,0","","2","","","Spielen  solo  als Hobby ","20"
"7A058EE50033499","Sympathie_2016-07-20T09:32:23.991Z","38430BD069","AUTOMATICALLY_ACCEPTED","123","2016.09.03 19:28:04 +0000","2016.09.03 19:28:05 +0000","2016.09.03 19:30:08 +0000","2016.09.03 19:30:09 +0000","","2016.09.03 19:30:08 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/86137ebda78eed12cc48754d50aaff26","4","0","0,1,5","Synthesizer","1,2","","3,5","","18"
"5A1DFCF8D622552","Sympathie_2016-07-20T09:32:23.991Z","38430BD069","AUTOMATICALLY_ACCEPTED","61","2016.09.03 20:31:31 +0000","2016.09.03 20:31:31 +0000","2016.09.03 20:32:33 +0000","2016.09.03 20:32:34 +0000","","2016.09.03 20:32:33 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/bac504ab04dcbb18461341691d4c4ebd","4","0","1,5,0","Synthesizer","1,2","","3,5","","18"
"5373B12C5B8B995","Sympathie_2016-07-20T09:32:23.991Z","8273D21750","AUTOMATICALLY_ACCEPTED","151","2016.09.03 23:45:36 +0000","2016.09.03 23:45:37 +0000","2016.09.03 23:48:08 +0000","2016.09.03 23:48:09 +0000","","2016.09.03 23:48:08 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/90e0c9550ba0afcbe2d0f2aab93f4510","3","0","9","","4","","0,1,5","Fototografie","18"
"131291FD283FF74","Sympathie_2016-07-20T09:32:23.991Z","BCDCD9AC51","AUTOMATICALLY_ACCEPTED","77","2016.09.04 02:04:59 +0000","2016.09.04 02:05:00 +0000","2016.09.04 02:06:17 +0000","2016.09.04 02:06:18 +0000","","2016.09.04 02:06:17 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/a21b7fc6a901c43b577c4af4a099408c","4","0","0,2","","4","","0","","28"
"91FDB85A04809EF","Sympathie_2016-07-20T09:32:23.991Z","2076D4B136","AUTOMATICALLY_ACCEPTED","133","2016.09.04 07:03:08 +0000","2016.09.04 07:03:09 +0000","2016.09.04 07:05:22 +0000","2016.09.04 07:05:23 +0000","","2016.09.04 07:05:22 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/debc145344136293cf7bd399b5cf0746","4","0","0","","1","","0,4,5","","21"
"5F8C2C12D3F3768","Sympathie_2016-07-20T09:32:23.991Z","8273D21750","AUTOMATICALLY_ACCEPTED","98","2016.09.04 09:10:34 +0000","2016.09.04 09:10:34 +0000","2016.09.04 09:12:13 +0000","2016.09.04 09:12:13 +0000","","2016.09.04 09:12:13 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/0279171a87309a70d44e78f41e031717","3","0","9","","4","","6","","18"
"DB626E99CB0CCF5","Sympathie_2016-07-20T09:32:23.991Z","734BFA697C","AUTOMATICALLY_ACCEPTED","102","2016.09.04 10:09:56 +0000","2016.09.04 10:09:57 +0000","2016.09.04 10:11:39 +0000","2016.09.04 10:11:39 +0000","","2016.09.04 10:11:39 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/c64fcd76b7886248ed466c71730a99ef","4","0","9","","4","","6","","45"
"775525DCA4E9D0C","Sympathie_2016-07-20T09:32:23.991Z","7AAD10E513","AUTOMATICALLY_ACCEPTED","100","2016.09.04 12:06:46 +0000","2016.09.04 12:06:46 +0000","2016.09.04 12:08:26 +0000","2016.09.04 12:08:27 +0000","","2016.09.04 12:08:26 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/854e537b4bc958f8f0a81c7dbfbd26b3","4","0","8,5,0","","2","","","Spielen  solo  als Hobby ","20"
"3C8146A39A44DF3","Sympathie_2016-07-20T09:32:23.991Z","3A7DB8DC04","AUTOMATICALLY_ACCEPTED","175","2016.09.04 14:56:27 +0000","2016.09.04 14:56:28 +0000","2016.09.04 14:59:23 +0000","2016.09.04 14:59:23 +0000","","2016.09.04 14:59:23 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/28855e7984858edd9e047141d517a8ea","4","0","9","","3,4","","3,5","","32"
"A62D7F0CE37D5B2","Sympathie_2016-07-20T09:32:23.991Z","6A553C489E","AUTOMATICALLY_ACCEPTED","175","2016.09.04 16:24:47 +0000","2016.09.04 16:24:48 +0000","2016.09.04 16:27:44 +0000","2016.09.04 16:27:44 +0000","","2016.09.04 16:27:44 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/24d19a4fa1a8709e8eae5a511ab6f10b","4","0","1","","2","","1,5","","18"
"FF40EB3B4B9B261","Sympathie_2016-07-20T09:32:23.991Z","31F667F7B5","AUTOMATICALLY_ACCEPTED","124","2016.09.04 17:50:50 +0000","2016.09.04 17:50:51 +0000","2016.09.04 17:52:56 +0000","2016.09.04 17:52:56 +0000","","2016.09.04 17:52:56 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/ff2ab9c91bdff7a5e3650e403d1e2580","4","0","9","","3","","6","","34"
"C7835D1EBA91EAF","Sympathie_2016-07-20T09:32:23.991Z","1520A16384","AUTOMATICALLY_ACCEPTED","117","2016.09.04 17:52:15 +0000","2016.09.04 17:52:16 +0000","2016.09.04 17:54:13 +0000","2016.09.04 17:54:14 +0000","","2016.09.04 17:54:13 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/250a4678575836f379547bd17b9a4b0d","4","0","9","","4","","6","","23"
"6FCF137FCDFE48D","Sympathie_2016-07-20T09:32:23.991Z","8794B6399B","AUTOMATICALLY_ACCEPTED","148","2016.09.04 19:14:43 +0000","2016.09.04 19:14:43 +0000","2016.09.04 19:17:12 +0000","2016.09.04 19:17:12 +0000","","2016.09.04 19:17:12 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/6425d277e83baf677bcde291f4bfcc1e","4","0","9","","4","","6","","26"
"B8EAD969DEC58C1","Sympathie_2016-07-20T09:32:23.991Z","A1EC3D0F99","AUTOMATICALLY_ACCEPTED","107","2016.09.04 19:17:23 +0000","2016.09.04 19:17:23 +0000","2016.09.04 19:19:11 +0000","2016.09.04 19:19:11 +0000","","2016.09.04 19:19:11 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/187345baa8b53315c06a5880cb7b1362","0","0","1","","4","","6","","18"
"36D9CEBF71FB1AF","Sympathie_2016-07-20T09:32:23.991Z","5AFEEE579D","AUTOMATICALLY_ACCEPTED","148","2016.09.04 19:21:44 +0000","2016.09.04 19:21:44 +0000","2016.09.04 19:24:12 +0000","2016.09.04 19:24:13 +0000","","2016.09.04 19:24:12 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/3aeaa7b87ef31fc3ce55d3e43e2572c6","3","0","5","","1","","0","","29"
"6C3DB7779F515E9","Sympathie_2016-07-20T09:32:23.991Z","C67B9F5572","AUTOMATICALLY_ACCEPTED","170","2016.09.04 19:24:57 +0000","2016.09.04 19:24:57 +0000","2016.09.04 19:27:48 +0000","2016.09.04 19:27:48 +0000","","2016.09.04 19:27:48 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/98dadcd5022c9adf57731b94b072e169","4","0","5","","2","","6","","18"
"27CEA70592302D1","Sympathie_2016-07-20T09:32:23.991Z","D37D878808","AUTOMATICALLY_ACCEPTED","120","2016.09.04 19:35:02 +0000","2016.09.04 19:35:05 +0000","2016.09.04 19:37:05 +0000","2016.09.04 19:37:05 +0000","","2016.09.04 19:37:05 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/3597660a491d019187a0209f391ef2b1","4","0","9","","4","","6","","23"
"82D45D8A17C086B","Sympathie_2016-07-20T09:32:23.991Z","BCDCD9AC51","AUTOMATICALLY_ACCEPTED","57","2016.09.04 23:34:51 +0000","2016.09.04 23:34:52 +0000","2016.09.04 23:35:50 +0000","2016.09.04 23:35:50 +0000","","2016.09.04 23:35:50 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/19f0f2618dc698dc4871927a070c68ff","3","0","0,2","","2","","0,1","","28"
"C96AC004F99096F","Sympathie_2016-07-20T09:32:23.991Z","E7514B3E96","AUTOMATICALLY_ACCEPTED","143","2016.09.05 06:24:48 +0000","2016.09.05 06:24:49 +0000","2016.09.05 06:27:13 +0000","2016.09.05 06:27:13 +0000","","2016.09.05 06:27:13 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/2793eff6d5dfbf796c7a6ed25a7ffa8b","4","0","1,6","","1,3","","0","","21"
"D98F55C10D8D968","Sympathie_2016-07-20T09:32:23.991Z","FC1C7C33C3","AUTOMATICALLY_ACCEPTED","114","2016.09.05 07:19:23 +0000","2016.09.05 07:19:23 +0000","2016.09.05 07:21:17 +0000","2016.09.05 07:21:18 +0000","","2016.09.05 07:21:17 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/d5eb7babf7b494acf34aff8e126aa9ba","4","0","0,8,5","","1","","6","","23"
"D626A4B5D719FD7","Sympathie_2016-07-20T09:32:23.991Z","02960007ED","AUTOMATICALLY_ACCEPTED","112","2016.09.05 07:24:40 +0000","2016.09.05 07:24:41 +0000","2016.09.05 07:26:34 +0000","2016.09.05 07:26:34 +0000","","2016.09.05 07:26:34 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/67f1674ac4f6de4253323ff7fc73cb7d","4","0","9","","4","","6","","46"
"D7EEE652AA98CF8","Sympathie_2016-07-20T09:32:23.991Z","4B40A070D1","AUTOMATICALLY_ACCEPTED","153","2016.09.05 12:08:18 +0000","2016.09.05 12:08:18 +0000","2016.09.05 12:10:52 +0000","2016.09.05 12:10:53 +0000","","2016.09.05 12:10:52 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/a259059291c963f45d0919ae85a0386a","4","0","8,1","","1","","1","","21"
"13E388B5E54C14D","Sympathie_2016-07-20T09:32:23.991Z","E50DE85FCE","AUTOMATICALLY_ACCEPTED","77","2016.09.05 13:15:44 +0000","2016.09.05 13:15:45 +0000","2016.09.05 13:17:03 +0000","2016.09.05 13:17:03 +0000","","2016.09.05 13:17:03 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/65b3eb103be66de68c3dcaf054525dc1","4","0","8","","4","","0","","39"
"E8FDA892AB01CEC","Sympathie_2016-07-20T09:32:23.991Z","BC3FD63F37","AUTOMATICALLY_ACCEPTED","128","2016.09.05 13:47:29 +0000","2016.09.05 13:47:30 +0000","2016.09.05 13:49:39 +0000","2016.09.05 13:49:39 +0000","","2016.09.05 13:49:39 +0000","1970.01.01 00:00:00 +0000","FILE_ID_MISSING","4","0","9","","4","","6","","21"
"C036D789945D2A9","Sympathie_2016-07-20T09:32:23.991Z","0B53D0A0A6","AUTOMATICALLY_ACCEPTED","138","2016.09.05 14:54:54 +0000","2016.09.05 14:54:54 +0000","2016.09.05 14:57:13 +0000","2016.09.05 14:57:13 +0000","","2016.09.05 14:57:13 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/aaeca15eda56ee3fa273344332c1d73c","4","0","0,8","","1,2","","1,3","","25"
"D9DD6793642AD91","Sympathie_2016-07-20T09:32:23.991Z","CA13ABF7AB","AUTOMATICALLY_ACCEPTED","94","2016.09.05 16:08:21 +0000","2016.09.05 16:08:22 +0000","2016.09.05 16:09:57 +0000","2016.09.05 16:09:57 +0000","","2016.09.05 16:09:57 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/cc5c429001880bfbefb437c6b7d94924","4","0","9","","4","","6","","20"
"86BC1F71E96A36F","Sympathie_2016-07-20T09:32:23.991Z","FF876B0A30","AUTOMATICALLY_ACCEPTED","116","2016.09.05 17:03:14 +0000","2016.09.05 17:03:36 +0000","2016.09.05 17:05:33 +0000","2016.09.05 17:05:33 +0000","","2016.09.05 17:05:33 +0000","1970.01.01 00:00:00 +0000","FILE_ID_MISSING","4","0","2","","2","","0,2","","19"
"0E3BE142AEC514C","Sympathie_2016-07-20T09:32:23.991Z","C0CD5FC745","AUTOMATICALLY_ACCEPTED","75","2016.09.05 17:07:28 +0000","2016.09.05 17:07:29 +0000","2016.09.05 17:08:44 +0000","2016.09.05 17:08:44 +0000","","2016.09.05 17:08:44 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/a82978fecfdb0bdf7b9bcd602f7ece72","0","1","0,1,2,4","Klarinette  E-Bass","2","","1,2","","22"
"A0E72CAF3714F0B","Sympathie_2016-07-20T09:32:23.991Z","FFA666026D","AUTOMATICALLY_ACCEPTED","74","2016.09.05 17:12:26 +0000","2016.09.05 17:12:27 +0000","2016.09.05 17:13:42 +0000","2016.09.05 17:13:42 +0000","","2016.09.05 17:13:42 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/c42439c386e01f441232b21da5ab7a69","4","0","9","","4","","6","","29"
"22C87B9277A8C01","Sympathie_2016-07-20T09:32:23.991Z","D89ED4DC39","AUTOMATICALLY_ACCEPTED","183","2016.09.05 17:11:24 +0000","2016.09.05 17:11:26 +0000","2016.09.05 17:14:30 +0000","2016.09.05 17:14:30 +0000","","2016.09.05 17:14:30 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/6c34423fd43678f72b09b624b61897bf","4","0","1","","4","","0","","31"
"2F5890D878EFED6","Sympathie_2016-07-20T09:32:23.991Z","3A7DB8DC04","AUTOMATICALLY_ACCEPTED","69","2016.09.05 20:55:07 +0000","2016.09.05 20:55:08 +0000","2016.09.05 20:56:17 +0000","2016.09.05 20:56:17 +0000","","2016.09.05 20:56:17 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/587549c62b0d1a1a52e7c3a01061af26","3","0","9","","3,4","","3,5","","32"
"FE2DA272C96B10E","Sympathie_2016-07-20T09:32:23.991Z","B04E5872D4","AUTOMATICALLY_ACCEPTED","199","2016.09.05 21:32:54 +0000","2016.09.05 21:33:10 +0000","2016.09.05 21:36:30 +0000","2016.09.05 21:36:30 +0000","","2016.09.05 21:36:30 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/4510bf1d7e94a3b4f1da7704b2585663","0","0","8","","4","","6","","49"
"4F2A41246181705","Sympathie_2016-07-20T09:32:23.991Z","B04E5872D4","AUTOMATICALLY_ACCEPTED","97","2016.09.05 23:21:23 +0000","2016.09.05 23:21:24 +0000","2016.09.05 23:23:01 +0000","2016.09.05 23:23:02 +0000","","2016.09.05 23:23:01 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/b16a274b87c833a3b74ac04b9474d397","0","0","9","","4","","6","","49"
"88C531F57918350","Sympathie_2016-07-20T09:32:23.991Z","B04E5872D4","AUTOMATICALLY_ACCEPTED","104","2016.09.06 01:13:09 +0000","2016.09.06 01:13:10 +0000","2016.09.06 01:14:54 +0000","2016.09.06 01:14:54 +0000","","2016.09.06 01:14:54 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/c335e7e0604677ac8bfdfb6548795be9","0","0","9","","4","","6","","49"
"07B46948D01F5B2","Sympathie_2016-07-20T09:32:23.991Z","1BE14D910F","AUTOMATICALLY_ACCEPTED","187","2016.09.06 01:20:36 +0000","2016.09.06 01:20:36 +0000","2016.09.06 01:23:44 +0000","2016.09.06 01:23:45 +0000","","2016.09.06 01:23:44 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/406ce3b30d18ab3d03262718e6e02452","4","0","9","","4","","6","","33"
"0C5FD72BAC15126","Sympathie_2016-07-20T09:32:23.991Z","BEC59E2001","AUTOMATICALLY_ACCEPTED","180","2016.09.06 05:36:58 +0000","2016.09.06 05:36:58 +0000","2016.09.06 05:39:59 +0000","2016.09.06 05:39:59 +0000","","2016.09.06 05:39:59 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/d5e3c20c3c652ccf640b9d0ac19f20e0","4","0","9","","4","","6","","29"
"10DA0634726DA93","Sympathie_2016-07-20T09:32:23.991Z","A9880EB12C","AUTOMATICALLY_ACCEPTED","120","2016.09.06 09:50:48 +0000","2016.09.06 09:50:48 +0000","2016.09.06 09:52:49 +0000","2016.09.06 09:52:49 +0000","","2016.09.06 09:52:49 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/ac088e41c909bb9376c97054fad50b20","0","0","1","","4","","6","","24"
"BF4DC200ACA4C55","Sympathie_2016-07-20T09:32:23.991Z","C198EC4D2E","AUTOMATICALLY_ACCEPTED","128","2016.09.06 10:06:04 +0000","2016.09.06 10:06:13 +0000","2016.09.06 10:08:21 +0000","2016.09.06 10:08:21 +0000","","2016.09.06 10:08:21 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/c039d301442a24f24427d05444c776a1","4","0","9","","4","","6","","30"
"7939DA9BE90DA53","Sympathie_2016-07-20T09:32:23.991Z","0C78B20A04","AUTOMATICALLY_ACCEPTED","46","2016.09.06 10:33:48 +0000","2016.09.06 10:33:49 +0000","2016.09.06 10:34:36 +0000","2016.09.06 10:34:36 +0000","","2016.09.06 10:34:36 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/3a781b216318c14fb6caeb272ae4071e","4","0","2","","1,2","","6","","29"
"71EBE74935B00E8","Sympathie_2016-07-20T09:32:23.991Z","FAB2394369","AUTOMATICALLY_ACCEPTED","125","2016.09.06 10:51:26 +0000","2016.09.06 10:51:29 +0000","2016.09.06 10:53:34 +0000","2016.09.06 10:53:35 +0000","","2016.09.06 10:53:34 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/a9a0d59781e76d212696a30f9d332547","4","0","8","","2,3","","6","","26"
"9054715815B1F1B","Sympathie_2016-07-20T09:32:23.991Z","1520A16384","AUTOMATICALLY_ACCEPTED","90","2016.09.06 12:14:55 +0000","2016.09.06 12:14:55 +0000","2016.09.06 12:16:26 +0000","2016.09.06 12:16:26 +0000","","2016.09.06 12:16:26 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/77c890dc25fd1ba8adc2d3941191e1e5","4","0","9","","4","","6","","23"
"73FC5396B4CA427","Sympathie_2016-07-20T09:32:23.991Z","DCBB422E74","AUTOMATICALLY_ACCEPTED","100","2016.09.23 13:08:29 +0000","2016.09.23 13:08:30 +0000","2016.09.23 13:10:11 +0000","2016.09.23 13:10:14 +0000","","2016.09.23 13:10:11 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/61a31d86d94e15425e98037da003772d","0","0","9","","4","","6","","22"
"2E72D047634B5EE","Sympathie_2016-07-20T09:32:23.991Z","13B72EB3B9","AUTOMATICALLY_ACCEPTED","124","2016.09.23 13:53:13 +0000","2016.09.23 13:53:13 +0000","2016.09.23 13:55:18 +0000","2016.09.23 13:55:19 +0000","","2016.09.23 13:55:18 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/b195a748d00cb17318684304a0edbc00","4","0","9","","4","","6","","57"
"F19899CF153C8DA","Sympathie_2016-07-20T09:32:23.991Z","834B923559","AUTOMATICALLY_ACCEPTED","131","2016.09.23 14:28:14 +0000","2016.09.23 14:28:14 +0000","2016.09.23 14:30:26 +0000","2016.09.23 14:30:26 +0000","","2016.09.23 14:30:26 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/f3ca49d0344d56ee1b23d4d035a0723b","4","0","9","","4","","6","","18"
"F9D18A9D7AE01E3","Sympathie_2016-07-20T09:32:23.991Z","7AAD10E513","AUTOMATICALLY_ACCEPTED","112","2016.09.23 14:40:52 +0000","2016.09.23 14:40:53 +0000","2016.09.23 14:42:45 +0000","2016.09.23 14:42:46 +0000","","2016.09.23 14:42:45 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/48281fabe62c61095ab8ddfb6c93a5a6","4","0","8,0","","2","","","Spielen  als Hobby  solo ","20"
"80C94DD87D7CD47","Sympathie_2016-07-20T09:32:23.991Z","C7488B9FA7","AUTOMATICALLY_ACCEPTED","84","2016.09.23 14:49:42 +0000","2016.09.23 14:49:43 +0000","2016.09.23 14:51:07 +0000","2016.09.23 14:51:08 +0000","","2016.09.23 14:51:07 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/91440338f60c7aa6fcebcc21cc7c6761","4","0","9","","4","","6","","54"
"8C509501279038E","Sympathie_2016-07-20T09:32:23.991Z","13B72EB3B9","AUTOMATICALLY_ACCEPTED","83","2016.09.23 14:58:48 +0000","2016.09.23 14:58:48 +0000","2016.09.23 15:00:11 +0000","2016.09.23 15:00:11 +0000","","2016.09.23 15:00:11 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/d783cda0f69d23ecd2bb7de8241e4d6e","4","0","9","","4","","6","","57"
"1ABEE9E44C7D1DD","Sympathie_2016-07-20T09:32:23.991Z","DCBB422E74","AUTOMATICALLY_ACCEPTED","55","2016.09.23 19:02:54 +0000","2016.09.23 19:02:54 +0000","2016.09.23 19:03:50 +0000","2016.09.23 19:03:50 +0000","","2016.09.23 19:03:50 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/3be2db28208a60de9a74568a228c49e8","4","0","9","","4","","6","","22"
"F825F3E53BEDF58","Sympathie_2016-07-20T09:32:23.991Z","45DE136E01","AUTOMATICALLY_ACCEPTED","105","2016.09.23 19:23:16 +0000","2016.09.23 19:23:17 +0000","2016.09.23 19:25:02 +0000","2016.09.23 19:25:02 +0000","","2016.09.23 19:25:02 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/882fcbda5d9839f7351148925bdc06e2","0","0","9","","4","","6","","35"
"1D00CAD51C6AFB2","Sympathie_2016-07-20T09:32:23.991Z","4967ACC291","AUTOMATICALLY_ACCEPTED","126","2016.09.23 23:36:35 +0000","2016.09.23 23:36:36 +0000","2016.09.23 23:38:43 +0000","2016.09.23 23:38:43 +0000","","2016.09.23 23:38:43 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/c45c233a5d314efb05079cd586b2a4ab","3","0","9","","4","","6","","23"
"4E9682FBC534A2D","Sympathie_2016-07-20T09:32:23.991Z","52FB919DD6","AUTOMATICALLY_ACCEPTED","94","2016.09.24 09:24:24 +0000","2016.09.24 09:24:24 +0000","2016.09.24 09:25:59 +0000","2016.09.24 09:25:59 +0000","","2016.09.24 09:25:59 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/22439a95f323be4f419b275cc16331e8","0","0","0","","4","","","Nicht mehr  war ein Hobby ","21"
"64248862FD6000C","Sympathie_2016-07-20T09:32:23.991Z","DA7943AD83","AUTOMATICALLY_ACCEPTED","99","2016.09.24 10:12:15 +0000","2016.09.24 10:12:16 +0000","2016.09.24 10:13:56 +0000","2016.09.24 10:13:56 +0000","","2016.09.24 10:13:56 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/b9ba5d34760c9a416e3330614bed2295","4","0","9","","4","","6","","26"
"747BC4FC78E0201","Sympathie_2016-07-20T09:32:23.991Z","B9E745B079","AUTOMATICALLY_ACCEPTED","101","2016.09.24 10:21:47 +0000","2016.09.24 10:21:48 +0000","2016.09.24 10:23:29 +0000","2016.09.24 10:23:29 +0000","","2016.09.24 10:23:29 +0000","1970.01.01 00:00:00 +0000","https://api.crowdee.de/v1/files/3f48478f82d4746bf899f9b5a29dce08","4","0","9","","4","","6","","35"
