"IDListener","ageListener","genderListener","filename","fileDurationMs","orderPlayed","timesListenedTo","IDSpeaker","ageSpeaker","genderSpeaker","stimulusContent","stimulusDistortion","reactionTimeLikabilityMs","reactionTimePersonalityMs","durationRatingLikabilityMs","durationRatingPersonalityMs","Rating_Likability","Rating_Q1","Rating_Q2","Rating_Q3","Rating_Q4","Rating_Q5","Rating_Q6","Rating_Q7","Rating_Q8","Rating_Q9","Rating_Q10","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness"
23,30,"m","021_30_m_P_F.wav",16889,4,4,21,30,"m","Pizzeria","NoDistortion",19687,36753,145,63096,78,70,44,49,81,32,56,25,47,37,47,43,59,49,28,57
23,30,"m","030_28_m_P_F.wav",18241,5,3,30,28,"m","Pizzeria","NoDistortion",16464,12800,126,77430,32,86,26,18,35,83,11,72,92,88,60,12,27,87,76,38
23,30,"m","020_31_m_P_F.wav",17885,6,1,20,31,"m","Pizzeria","NoDistortion",19931,24268,133,63479,21,64,16,78,56,73,20,87,47,67,16,28,14,34,55,21
23,30,"m","006_22_m_P_F.wav",31265,7,3,6,22,"m","Pizzeria","NoDistortion",32875,44100,142,65104,23,18,77,14,22,17,95,48,88,13,84,88,64,87,45,83
23,30,"m","004_29_m_P_F.wav",16463,8,4,4,29,"m","Pizzeria","NoDistortion",30961,44889,143,58198,36,40,74,31,22,39,19,14,72,71,31,39,80,70,74,46
23,30,"m","019_30_m_P_F.wav",18179,9,5,19,30,"m","Pizzeria","NoDistortion",23044,31532,2545,89373,49,83,82,5,20,83,70,18,85,35,64,43,82,90,57,40
23,30,"m","016_21_m_P_F.wav",18309,10,3,16,21,"m","Pizzeria","NoDistortion",39981,24002,108,65211,35,61,18,20,37,76,32,60,46,73,30,35,29,63,68,27
23,30,"m","018_25_m_P_F.wav",14441,11,2,18,25,"m","Pizzeria","NoDistortion",17604,23517,113,53657,45,14,16,22,10,83,18,91,75,79,16,52,12,76,84,16
23,30,"m","025_25_m_P_F.wav",32564,12,2,25,25,"m","Pizzeria","NoDistortion",28139,38827,67748,54683,61,11,89,14,74,77,75,10,79,23,48,82,89,82,24,35
23,30,"m","028_28_m_P_F.wav",19293,13,2,28,28,"m","Pizzeria","NoDistortion",24122,39268,7141,50329,38,86,7,44,68,76,22,78,39,65,20,18,14,47,48,22
23,30,"m","022_24_m_P_F.wav",18439,14,4,22,24,"m","Pizzeria","NoDistortion",19172,26132,114,73174,68,46,70,22,27,10,73,34,60,10,81,63,68,69,41,85
23,30,"m","003_33_f_P_F.wav",21260,15,3,3,33,"f","Pizzeria","NoDistortion",19089,29872,143,59663,26,25,18,30,14,68,81,63,75,82,29,78,27,72,84,30
23,30,"m","029_29_f_P_F.wav",18633,16,3,29,29,"f","Pizzeria","NoDistortion",9423,19855,182,64813,73,84,82,17,13,48,27,22,85,92,54,21,80,84,89,53
23,30,"m","002_28_f_P_F.wav",15994,17,2,2,28,"f","Pizzeria","NoDistortion",10554,15684,122,64986,30,89,18,12,15,49,18,31,94,71,15,14,43,91,78,33
23,30,"m","008_28_f_P_F.wav",17505,18,4,8,28,"f","Pizzeria","NoDistortion",18079,27048,161,59275,49,18,75,27,72,22,73,16,47,14,78,77,79,60,21,78
23,30,"m","009_30_f_P_F.wav",20533,19,3,9,30,"f","Pizzeria","NoDistortion",17231,21063,134,56382,19,92,24,17,21,27,20,18,81,71,68,14,53,82,75,70
23,30,"m","012_27_f_P_F.wav",25211,20,3,12,27,"f","Pizzeria","NoDistortion",25957,38317,152,63174,22,30,43,21,25,48,60,77,71,42,44,65,33,75,58,48
23,30,"m","010_30_f_P_F.wav",26043,21,4,10,30,"f","Pizzeria","NoDistortion",32702,38431,99,67473,48,44,50,33,55,27,26,17,60,21,77,41,66,63,33,75
23,30,"m","027_29_f_P_F.wav",22294,22,3,27,29,"f","Pizzeria","NoDistortion",12963,39781,182,59136,24,64,45,21,68,31,53,23,76,20,49,44,61,77,26,59
23,30,"m","026_20_f_P_F.wav",16365,23,3,26,20,"f","Pizzeria","NoDistortion",24181,28732,91,52324,57,86,30,52,36,58,13,48,56,81,24,13,41,52,72,33
23,30,"m","011_21_f_P_F.wav",19127,24,3,11,21,"f","Pizzeria","NoDistortion",22108,29568,122,66420,52,80,69,25,58,27,66,22,74,21,73,43,73,74,31,73
23,30,"m","015_22_f_P_F.wav",20669,25,2,15,22,"f","Pizzeria","NoDistortion",13399,23007,151,51846,27,45,43,45,68,71,30,68,78,45,27,42,37,66,38,28
23,30,"m","014_34_f_P_F.wav",16191,26,3,14,34,"f","Pizzeria","NoDistortion",18336,28346,105,59702,58,20,79,43,76,25,82,21,74,19,80,81,79,65,21,77
23,30,"m","001_28_f_P_F.wav",15136,27,3,1,28,"f","Pizzeria","NoDistortion",12601,17228,172,55826,19,16,27,13,10,20,74,74,74,78,50,79,26,80,84,65
23,30,"m","013_34_f_P_F.wav",18708,28,4,13,34,"f","Pizzeria","NoDistortion",6924,19363,1954,67656,78,64,59,26,69,22,20,19,77,27,76,28,70,75,29,77
23,30,"m","017_29_f_P_F.wav",18099,29,3,17,29,"f","Pizzeria","NoDistortion",6420,21216,10715,65377,49,59,26,18,45,45,14,29,74,22,18,27,48,78,38,36
24,21,"m","007_24_m_P_F.wav",16033,1,2,7,24,"m","Pizzeria","NoDistortion",3714,9350,1737,48398,74,73,70,99,33,43,46,47,78,49,71,36,61,39,58,64
24,21,"m","023_30_m_P_F.wav",17896,2,2,23,30,"m","Pizzeria","NoDistortion",3149,6227,671,61323,58,65,33,43,45,25,14,46,71,47,52,24,43,64,51,63
24,21,"m","030_28_m_P_F.wav",18234,3,2,30,28,"m","Pizzeria","NoDistortion",2953,4152,150,47382,47,58,66,59,49,61,22,39,47,48,0,32,63,44,49,19
24,21,"m","020_31_m_P_F.wav",17885,4,2,20,31,"m","Pizzeria","NoDistortion",17706,6593,163,37465,46,46,48,63,59,48,76,39,35,31,50,65,54,36,36,51
24,21,"m","006_22_m_P_F.wav",31269,5,2,6,22,"m","Pizzeria","NoDistortion",17609,5548,1809,47582,65,17,49,32,44,16,96,45,46,46,63,89,52,57,51,73
24,21,"m","004_29_m_P_F.wav",16458,6,2,4,29,"m","Pizzeria","NoDistortion",2646,4349,204,27359,39,53,52,44,45,17,30,66,48,100,62,38,43,52,77,72
24,21,"m","022_24_m_P_F.wav",18443,7,1,22,24,"m","Pizzeria","NoDistortion",3622,6928,827,40003,69,25,51,45,58,21,59,46,39,35,24,67,52,47,38,51
24,21,"m","019_30_m_P_F.wav",18166,8,2,19,30,"m","Pizzeria","NoDistortion",4031,7595,171,33929,78,69,59,68,55,49,63,52,55,25,54,47,53,43,35,52
24,21,"m","025_25_m_P_F.wav",32563,9,2,25,25,"m","Pizzeria","NoDistortion",1981,3135,120,58720,58,67,47,57,48,40,35,49,37,69,32,34,49,40,60,46
24,21,"m","005_26_m_P_F.wav",18210,10,1,5,26,"m","Pizzeria","NoDistortion",2468,3535,356,28617,48,44,38,31,36,65,36,45,37,45,0,46,46,53,54,17
24,21,"m","018_25_m_P_F.wav",14461,11,2,18,25,"m","Pizzeria","NoDistortion",2123,3206,154,27239,67,65,65,65,27,26,55,24,59,60,43,45,70,47,66,58
24,21,"m","021_30_m_P_F.wav",16869,12,1,21,30,"m","Pizzeria","NoDistortion",3160,5263,153,23040,32,63,46,34,43,35,34,44,43,23,55,35,51,54,40,60
24,21,"m","028_28_m_P_F.wav",19316,13,2,28,28,"m","Pizzeria","NoDistortion",5087,7047,174,30830,68,54,55,70,51,42,47,47,47,79,19,46,54,38,64,38
24,21,"m","016_21_m_P_F.wav",18303,14,1,16,21,"m","Pizzeria","NoDistortion",9662,1819,132,20052,67,75,45,42,46,45,45,79,47,24,48,35,33,52,39,51
24,21,"m","003_33_f_P_F.wav",21261,15,2,3,33,"f","Pizzeria","NoDistortion",4787,7074,6401,56614,46,56,43,31,43,31,44,50,44,69,45,44,46,56,63,57
24,21,"m","029_29_f_P_F.wav",18629,16,2,29,29,"f","Pizzeria","NoDistortion",2745,7610,160,57926,55,55,60,31,45,27,36,42,43,51,59,40,59,56,53,66
24,21,"m","027_29_f_P_F.wav",22288,17,2,27,29,"f","Pizzeria","NoDistortion",2777,6187,153,44631,73,46,51,46,51,28,65,46,25,47,65,59,52,39,48,68
24,21,"m","001_28_f_P_F.wav",15144,18,2,1,28,"f","Pizzeria","NoDistortion",3421,6573,1720,26319,23,40,41,15,17,42,28,34,60,91,60,44,53,72,87,59
24,21,"m","026_20_f_P_F.wav",16371,19,2,26,20,"f","Pizzeria","NoDistortion",3966,5382,135,28087,55,56,56,31,46,47,47,45,64,70,50,45,55,66,62,51
24,21,"m","012_27_f_P_F.wav",25209,20,1,12,27,"f","Pizzeria","NoDistortion",9407,12422,1063,26637,61,61,42,31,42,44,66,44,59,51,85,52,49,64,54,70
24,21,"m","002_28_f_P_F.wav",16006,21,2,2,28,"f","Pizzeria","NoDistortion",6976,3664,177,22728,50,97,65,48,48,49,49,48,54,70,50,26,58,53,61,50
24,21,"m","015_22_f_P_F.wav",20638,22,2,15,22,"f","Pizzeria","NoDistortion",2467,3839,112,37475,50,65,49,48,48,67,27,62,44,46,66,31,43,48,49,49
24,21,"m","011_21_f_P_F.wav",19134,23,2,11,21,"f","Pizzeria","NoDistortion",2877,7950,2486,33789,68,95,42,21,54,43,44,100,45,45,46,24,21,62,45,51
24,21,"m","008_28_f_P_F.wav",17519,24,1,8,28,"f","Pizzeria","NoDistortion",2739,5293,1047,18194,63,44,44,47,44,36,58,56,44,94,51,57,44,48,75,57
24,21,"m","010_30_f_P_F.wav",26023,25,1,10,30,"f","Pizzeria","NoDistortion",2498,3912,134,25975,62,53,57,47,57,50,50,52,50,49,81,48,52,51,46,65
24,21,"m","014_34_f_P_F.wav",16209,26,2,14,34,"f","Pizzeria","NoDistortion",3055,4351,8102,29302,49,43,55,44,45,0,45,69,59,47,66,51,43,57,51,83
24,21,"m","013_34_f_P_F.wav",18689,27,1,13,34,"f","Pizzeria","NoDistortion",1647,2572,152,20364,54,44,56,43,41,0,39,44,44,50,54,47,56,50,54,77
24,21,"m","009_30_f_P_F.wav",20525,28,2,9,30,"f","Pizzeria","NoDistortion",2163,3301,149,47386,59,68,60,65,62,59,70,54,37,50,50,51,53,36,44,45
24,21,"m","017_29_f_P_F.wav",18092,29,2,17,29,"f","Pizzeria","NoDistortion",3377,4643,132,34370,44,41,58,32,42,43,44,54,23,66,60,51,52,45,62,58
25,25,"m","004_29_m_P_F.wav",16481,1,3,4,29,"m","Pizzeria","NoDistortion",23698,29576,109,73998,76,71,26,10,84,15,74,99,99,1,22,51,13,94,8,53
25,25,"m","006_22_m_P_F.wav",31275,2,1,6,22,"m","Pizzeria","NoDistortion",10190,21663,71,42456,76,2,84,81,1,4,99,17,37,8,91,98,83,28,53,93
25,25,"m","021_30_m_P_F.wav",16865,3,2,21,30,"m","Pizzeria","NoDistortion",5819,14019,99,48254,14,90,85,84,0,2,15,12,14,82,52,12,86,15,91,75
25,25,"m","028_28_m_P_F.wav",19295,4,2,28,28,"m","Pizzeria","NoDistortion",3219,10882,95,47854,16,91,80,99,0,98,28,71,13,1,1,18,54,7,50,1
25,25,"m","016_21_m_P_F.wav",18301,5,1,16,21,"m","Pizzeria","NoDistortion",6694,15755,5018,38749,50,63,95,97,14,15,87,13,24,69,50,62,91,13,77,67
25,25,"m","018_25_m_P_F.wav",14440,6,1,18,25,"m","Pizzeria","NoDistortion",7408,10838,95,88029,43,1,31,29,34,52,100,99,83,29,98,99,16,77,47,73
25,25,"m","007_24_m_P_F.wav",16023,7,1,7,24,"m","Pizzeria","NoDistortion",4135,9374,751,44321,84,63,99,39,100,17,91,14,86,64,82,64,92,73,32,82
25,25,"m","019_30_m_P_F.wav",18171,8,2,19,30,"m","Pizzeria","NoDistortion",5462,13622,97,34983,76,94,100,43,99,2,86,96,82,1,86,46,52,69,1,92
25,25,"m","023_30_m_P_F.wav",17877,9,1,23,30,"m","Pizzeria","NoDistortion",4329,8226,1488,46779,59,11,88,87,10,98,88,7,23,83,0,88,90,18,86,1
25,25,"m","020_31_m_P_F.wav",17882,10,1,20,31,"m","Pizzeria","NoDistortion",3934,7280,65,33052,13,0,81,11,0,97,12,24,26,64,0,56,78,57,82,1
25,25,"m","024_21_m_P_F.wav",19903,11,2,24,21,"m","Pizzeria","NoDistortion",4615,22799,3041,31647,39,21,24,91,1,91,86,3,36,100,2,82,60,22,99,5
25,25,"m","005_26_m_P_F.wav",18200,12,1,5,26,"m","Pizzeria","NoDistortion",3310,6165,71,25418,62,4,94,3,3,1,98,9,78,3,99,97,92,87,50,99
25,25,"m","022_24_m_P_F.wav",18445,13,2,22,24,"m","Pizzeria","NoDistortion",4434,10922,78,41335,74,21,90,7,92,8,92,16,28,42,55,85,87,60,25,73
25,25,"m","030_28_m_P_F.wav",18240,14,1,30,28,"m","Pizzeria","NoDistortion",4385,7019,75,40038,35,36,28,68,28,98,9,77,3,75,1,36,25,17,73,1
25,25,"m","026_20_f_P_F.wav",16364,15,2,26,20,"f","Pizzeria","NoDistortion",6280,9155,98,36574,86,15,29,33,96,79,99,73,98,4,90,92,28,82,4,55
25,25,"m","011_21_f_P_F.wav",19124,16,2,11,21,"f","Pizzeria","NoDistortion",3535,12187,4033,35020,92,23,95,6,94,21,98,52,92,5,96,87,71,93,5,87
25,25,"m","002_28_f_P_F.wav",15989,17,2,2,28,"f","Pizzeria","NoDistortion",5072,8729,81,39152,28,50,63,28,98,94,27,52,81,100,78,38,55,76,51,42
25,25,"m","027_29_f_P_F.wav",22293,18,1,27,29,"f","Pizzeria","NoDistortion",47831,7455,69,35832,90,5,97,8,99,4,99,34,100,1,99,97,81,96,1,97
25,25,"m","014_34_f_P_F.wav",16183,19,1,14,34,"f","Pizzeria","NoDistortion",3581,6313,61,41382,64,1,100,1,99,11,100,99,78,0,95,99,50,88,0,92
25,25,"m","008_28_f_P_F.wav",17512,20,2,8,28,"f","Pizzeria","NoDistortion",3635,6840,40118,35297,87,24,98,4,100,4,100,1,100,1,100,88,98,98,0,98
25,25,"m","015_22_f_P_F.wav",20658,21,1,15,22,"f","Pizzeria","NoDistortion",3408,9874,1417,35482,67,92,37,65,17,82,16,28,27,69,26,12,54,31,76,22
25,25,"m","009_30_f_P_F.wav",20518,22,1,9,30,"f","Pizzeria","NoDistortion",4135,6247,71,37907,79,79,14,100,16,87,3,11,99,73,99,12,51,49,78,56
25,25,"m","029_29_f_P_F.wav",18629,23,1,29,29,"f","Pizzeria","NoDistortion",3636,5996,14632,40949,65,9,90,5,23,81,17,52,84,100,0,54,69,89,88,9
25,25,"m","017_29_f_P_F.wav",18084,24,1,17,29,"f","Pizzeria","NoDistortion",1947,5089,101,34880,97,17,94,14,98,19,100,22,98,1,100,91,86,92,1,90
25,25,"m","010_30_f_P_F.wav",26028,25,1,10,30,"f","Pizzeria","NoDistortion",3772,8661,2752,31734,54,61,87,31,78,0,94,38,93,2,99,66,74,81,12,99
25,25,"m","012_27_f_P_F.wav",25197,26,1,12,27,"f","Pizzeria","NoDistortion",4772,14061,6817,38612,61,28,89,90,9,23,75,12,96,83,90,73,88,53,87,83
25,25,"m","001_28_f_P_F.wav",15138,27,1,1,28,"f","Pizzeria","NoDistortion",2819,10733,57,30945,85,24,84,10,17,80,86,78,81,99,83,81,53,85,91,51
25,25,"m","013_34_f_P_F.wav",18700,28,1,13,34,"f","Pizzeria","NoDistortion",2570,5295,95,36624,56,96,15,76,70,97,15,73,53,23,31,9,21,38,26,17
25,25,"m","003_33_f_P_F.wav",21253,29,1,3,33,"f","Pizzeria","NoDistortion",2412,7612,2048,27023,26,0,77,76,19,14,85,71,18,70,99,92,53,21,75,92
26,20,"f","018_25_m_P_F.wav",14468,1,2,18,25,"m","Pizzeria","NoDistortion",19144,27556,86,58236,74,21,68,22,70,34,80,29,77,73,60,79,69,77,51,63
26,20,"f","005_26_m_P_F.wav",18201,2,2,5,26,"m","Pizzeria","NoDistortion",24505,28902,90,88357,34,41,22,62,63,59,26,37,36,34,35,42,42,37,35,38
26,20,"f","030_28_m_P_F.wav",18233,3,2,30,28,"m","Pizzeria","NoDistortion",23845,30314,188,76603,35,60,24,32,34,73,25,68,56,70,28,32,28,62,68,27
26,20,"f","006_22_m_P_F.wav",31261,4,2,6,22,"m","Pizzeria","NoDistortion",32843,41383,68,106388,75,21,24,55,67,25,71,21,68,41,78,75,51,56,37,76
26,20,"f","021_30_m_P_F.wav",16851,5,1,21,30,"m","Pizzeria","NoDistortion",18623,22077,122,62948,23,80,21,74,77,78,21,74,59,28,12,20,23,42,25,17
26,20,"f","016_21_m_P_F.wav",18304,6,2,16,21,"m","Pizzeria","NoDistortion",19731,25145,110,78756,71,36,63,39,64,32,73,64,65,34,44,68,49,63,35,56
26,20,"f","022_24_m_P_F.wav",18431,7,2,22,24,"m","Pizzeria","NoDistortion",20234,25699,91,67687,68,74,32,30,41,69,67,65,67,25,65,46,33,68,42,48
26,20,"f","020_31_m_P_F.wav",17867,8,2,20,31,"m","Pizzeria","NoDistortion",18765,26616,72,65862,15,85,22,77,26,83,28,79,30,77,30,21,21,26,75,23
26,20,"f","025_25_m_P_F.wav",32554,9,2,25,25,"m","Pizzeria","NoDistortion",5130,10677,91,64013,79,24,32,29,37,30,31,31,70,57,71,53,50,70,60,70
26,20,"f","019_30_m_P_F.wav",18200,10,2,19,30,"m","Pizzeria","NoDistortion",7178,12161,105,61575,14,87,16,74,74,77,18,28,26,66,29,15,44,26,46,26
26,20,"f","023_30_m_P_F.wav",17885,11,3,23,30,"m","Pizzeria","NoDistortion",21709,37070,33168,88254,29,70,22,25,36,74,32,51,73,31,34,31,35,74,47,30
26,20,"f","004_29_m_P_F.wav",16453,12,2,4,29,"m","Pizzeria","NoDistortion",18089,22041,175,76074,32,23,65,22,26,75,25,35,70,36,31,51,65,74,55,28
26,20,"f","007_24_m_P_F.wav",16003,13,2,7,24,"m","Pizzeria","NoDistortion",19218,22377,90,72882,60,26,28,26,77,71,70,72,26,38,35,72,28,50,30,32
26,20,"f","028_28_m_P_F.wav",19291,14,2,28,28,"m","Pizzeria","NoDistortion",11413,20210,91,64560,19,80,24,77,75,75,63,71,24,23,27,41,26,23,24,26
26,20,"f","024_21_m_P_F.wav",19905,15,2,24,21,"m","Pizzeria","NoDistortion",17695,22237,113,68809,30,24,24,70,70,71,75,28,74,27,32,75,48,52,28,30
26,20,"f","015_22_f_P_F.wav",20637,16,2,15,22,"f","Pizzeria","NoDistortion",6755,19603,122,76742,70,25,37,26,34,29,72,67,69,68,71,73,35,71,67,71
26,20,"f","012_27_f_P_F.wav",25199,17,2,12,27,"f","Pizzeria","NoDistortion",9589,19247,81,90342,75,14,75,28,69,31,76,45,76,29,76,81,65,74,30,72
26,20,"f","010_30_f_P_F.wav",26025,18,1,10,30,"f","Pizzeria","NoDistortion",5160,10464,106,43238,22,73,26,27,38,74,35,77,74,24,21,31,24,73,43,23
26,20,"f","002_28_f_P_F.wav",15978,19,2,2,28,"f","Pizzeria","NoDistortion",9856,15270,71,71338,31,73,39,30,71,70,31,71,73,28,31,29,34,71,28,30
26,20,"f","014_34_f_P_F.wav",16184,20,3,14,34,"f","Pizzeria","NoDistortion",24651,34749,71026,49382,66,26,42,23,74,29,75,71,72,29,75,74,35,74,27,73
26,20,"f","003_33_f_P_F.wav",21268,21,1,3,33,"f","Pizzeria","NoDistortion",4419,6957,16914,70083,68,14,71,26,34,29,78,41,75,27,71,82,65,74,46,71
26,20,"f","009_30_f_P_F.wav",20521,22,2,9,30,"f","Pizzeria","NoDistortion",5409,8475,89,55070,32,85,27,78,77,25,24,69,36,69,34,19,29,29,46,54
26,20,"f","029_29_f_P_F.wav",18636,23,2,29,29,"f","Pizzeria","NoDistortion",4265,7200,83,87251,80,26,33,30,69,31,72,28,72,21,79,73,52,71,26,74
26,20,"f","001_28_f_P_F.wav",15126,24,2,1,28,"f","Pizzeria","NoDistortion",9867,11611,95,60164,83,13,38,27,25,27,77,22,74,26,81,82,58,73,50,77
26,20,"f","027_29_f_P_F.wav",22293,25,3,27,29,"f","Pizzeria","NoDistortion",12841,32264,101,72736,64,23,66,27,69,69,71,27,76,65,75,74,69,74,48,53
26,20,"f","008_28_f_P_F.wav",17527,26,2,8,28,"f","Pizzeria","NoDistortion",7525,13976,49049,48406,80,19,69,19,30,29,78,30,83,28,76,79,69,82,49,73
26,20,"f","011_21_f_P_F.wav",19124,27,3,11,21,"f","Pizzeria","NoDistortion",21719,50763,80,87010,75,72,24,73,74,23,26,27,78,70,72,27,48,52,48,74
26,20,"f","017_29_f_P_F.wav",18092,28,3,17,29,"f","Pizzeria","NoDistortion",8720,12283,74,75164,71,19,60,25,72,26,80,37,78,26,77,80,61,76,27,75
26,20,"f","013_34_f_P_F.wav",18691,29,1,13,34,"f","Pizzeria","NoDistortion",4260,5977,68,48297,20,85,22,22,23,76,69,86,78,34,23,42,18,78,55,23
27,29,"f","021_30_m_P_F.wav",16871,1,1,21,30,"m","Pizzeria","NoDistortion",17736,25814,2023,43648,64,25,54,42,73,39,80,47,47,56,67,77,53,52,41,64
27,29,"f","025_25_m_P_F.wav",32549,2,1,25,25,"m","Pizzeria","NoDistortion",34585,40698,3552,37556,40,8,38,6,54,40,55,61,94,50,52,73,38,94,48,56
27,29,"f","018_25_m_P_F.wav",14440,3,1,18,25,"m","Pizzeria","NoDistortion",17792,19899,159,32331,59,6,45,51,63,27,81,50,46,43,66,87,47,47,40,69
27,29,"f","005_26_m_P_F.wav",18211,4,1,5,26,"m","Pizzeria","NoDistortion",20004,28605,985,34725,38,18,49,16,43,63,38,62,80,52,48,60,43,82,54,42
27,29,"f","019_30_m_P_F.wav",18169,5,1,19,30,"m","Pizzeria","NoDistortion",19819,24116,1149,32184,78,60,67,31,89,20,41,4,79,66,81,40,81,74,38,80
27,29,"f","020_31_m_P_F.wav",17880,6,1,20,31,"m","Pizzeria","NoDistortion",20191,23303,122,37496,19,7,44,60,24,71,81,63,52,55,48,87,40,46,65,38
27,29,"f","004_29_m_P_F.wav",16465,7,1,4,29,"m","Pizzeria","NoDistortion",18445,21203,159,36552,35,15,52,7,40,58,60,57,60,61,46,72,47,76,60,44
27,29,"f","028_28_m_P_F.wav",19296,8,1,28,28,"m","Pizzeria","NoDistortion",22056,25352,119,35460,35,69,50,50,67,47,53,32,61,64,61,42,59,55,48,57
27,29,"f","030_28_m_P_F.wav",18223,9,1,30,28,"m","Pizzeria","NoDistortion",20145,23824,135,49281,41,43,36,15,40,50,40,44,79,70,60,48,46,82,65,55
27,29,"f","022_24_m_P_F.wav",18431,10,1,22,24,"m","Pizzeria","NoDistortion",20741,25211,122,34973,35,1,17,5,74,64,71,58,76,34,48,85,29,85,30,42
27,29,"f","006_22_m_P_F.wav",31256,11,1,6,22,"m","Pizzeria","NoDistortion",33113,36329,119,29449,66,19,58,40,56,32,65,51,43,31,67,73,53,51,37,67
27,29,"f","023_30_m_P_F.wav",17876,12,1,23,30,"m","Pizzeria","NoDistortion",19134,22973,98,34519,66,61,65,47,64,27,52,15,61,55,72,45,75,57,45,72
27,29,"f","024_21_m_P_F.wav",19909,13,1,24,21,"m","Pizzeria","NoDistortion",21277,25470,140,30146,61,70,68,35,68,29,55,24,45,61,68,42,72,55,46,69
27,29,"f","016_21_m_P_F.wav",18302,14,1,16,21,"m","Pizzeria","NoDistortion",20998,23950,103,28744,52,8,44,48,59,56,50,18,69,50,48,71,63,60,45,46
27,29,"f","007_24_m_P_F.wav",16007,15,1,7,24,"m","Pizzeria","NoDistortion",17323,21183,143,26158,65,67,67,6,67,23,49,26,70,57,58,41,70,82,45,67
27,29,"f","001_28_f_P_F.wav",15127,16,1,1,28,"f","Pizzeria","NoDistortion",18586,20643,160,23359,34,10,47,18,50,17,68,63,69,55,49,79,42,75,52,66
27,29,"f","003_33_f_P_F.wav",21248,17,1,3,33,"f","Pizzeria","NoDistortion",21617,25803,129,29743,35,10,49,13,56,20,56,53,70,33,55,73,48,78,38,67
27,29,"f","008_28_f_P_F.wav",17513,18,1,8,28,"f","Pizzeria","NoDistortion",18980,22494,123,23091,66,57,62,16,61,26,55,30,80,63,63,49,66,82,51,68
27,29,"f","011_21_f_P_F.wav",19121,19,1,11,21,"f","Pizzeria","NoDistortion",21269,26348,1418,36730,63,30,52,11,70,16,61,24,48,53,50,65,64,68,41,67
27,29,"f","013_34_f_P_F.wav",18689,20,1,13,34,"f","Pizzeria","NoDistortion",21429,25349,109,30862,33,79,41,8,78,44,31,30,89,40,45,26,55,90,31,50
27,29,"f","026_20_f_P_F.wav",16356,21,1,26,20,"f","Pizzeria","NoDistortion",19124,22131,91,31306,55,27,61,17,42,18,55,24,48,45,47,64,68,65,51,64
27,29,"f","017_29_f_P_F.wav",18094,22,1,17,29,"f","Pizzeria","NoDistortion",18769,21865,103,31988,69,35,49,8,67,17,47,17,82,33,61,56,66,87,33,72
27,29,"f","009_30_f_P_F.wav",20516,23,1,9,30,"f","Pizzeria","NoDistortion",21107,24011,127,27639,32,82,37,43,54,58,42,27,57,60,48,30,55,57,53,45
27,29,"f","002_28_f_P_F.wav",15978,24,1,2,28,"f","Pizzeria","NoDistortion",17825,20783,117,21127,30,23,46,5,60,16,65,59,70,47,35,71,43,82,43,59
27,29,"f","015_22_f_P_F.wav",20629,25,1,15,22,"f","Pizzeria","NoDistortion",23570,26963,136,23028,34,57,56,8,59,22,37,61,59,58,50,40,47,75,49,64
27,29,"f","029_29_f_P_F.wav",18628,26,1,29,29,"f","Pizzeria","NoDistortion",21020,23757,102,24024,61,60,59,5,60,29,34,15,73,61,61,37,72,84,50,66
27,29,"f","012_27_f_P_F.wav",25200,27,1,12,27,"f","Pizzeria","NoDistortion",28875,31067,109,19413,60,31,46,10,61,24,55,52,55,40,50,62,47,72,39,63
27,29,"f","014_34_f_P_F.wav",16193,28,1,14,34,"f","Pizzeria","NoDistortion",18425,23793,130,21881,34,19,48,10,30,30,56,58,47,47,48,68,45,68,58,59
27,29,"f","010_30_f_P_F.wav",26020,29,1,10,30,"f","Pizzeria","NoDistortion",27352,30576,1131,19151,65,62,63,9,64,23,47,25,63,59,60,42,69,77,47,68
28,28,"m","020_31_m_P_F.wav",17906,1,1,20,31,"m","Pizzeria","NoDistortion",20692,26845,112,47517,61,62,47,61,67,51,66,50,50,34,50,52,48,44,33,49
28,28,"m","005_26_m_P_F.wav",18200,2,1,5,26,"m","Pizzeria","NoDistortion",20419,27069,121,60308,69,35,49,39,49,49,61,49,49,36,49,63,50,55,43,50
28,28,"m","022_24_m_P_F.wav",18430,3,1,22,24,"m","Pizzeria","NoDistortion",18962,23371,101,21258,68,34,47,47,33,47,47,47,76,34,48,56,50,64,50,50
28,28,"m","019_30_m_P_F.wav",18171,4,1,19,30,"m","Pizzeria","NoDistortion",19680,26841,1705,38589,60,65,45,45,65,45,32,44,44,31,45,33,50,49,33,50
28,28,"m","007_24_m_P_F.wav",16010,5,1,7,24,"m","Pizzeria","NoDistortion",60855,24486,824,28900,79,33,47,47,62,47,59,47,47,37,47,63,50,50,37,50
28,28,"m","023_30_m_P_F.wav",17880,6,1,23,30,"m","Pizzeria","NoDistortion",81537,22105,80,56373,37,73,48,63,63,48,24,48,48,34,48,25,50,42,35,50
28,28,"m","006_22_m_P_F.wav",31265,7,1,6,22,"m","Pizzeria","NoDistortion",40517,46149,118,26439,91,2,48,48,48,48,90,48,48,20,48,94,50,50,36,50
28,28,"m","018_25_m_P_F.wav",14437,8,1,18,25,"m","Pizzeria","NoDistortion",16503,20342,111,30027,39,61,47,46,46,47,31,46,45,45,44,35,50,49,49,48
