"IDListener","ageListener","genderListener","filename","fileDurationMs","orderPlayed","timesListenedTo","IDSpeaker","ageSpeaker","genderSpeaker","stimulusContent","stimulusDistortion","reactionTimeLikabilityMs","reactionTimePersonalityMs","durationRatingLikabilityMs","durationRatingPersonalityMs","Rating_Likability","Rating_Q1","Rating_Q2","Rating_Q3","Rating_Q4","Rating_Q5","Rating_Q6","Rating_Q7","Rating_Q8","Rating_Q9","Rating_Q10","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness"
28,28,"m","004_29_m_P_F.wav",16456,9,1,4,29,"m","Pizzeria","NoDistortion",21939,19233,79,30007,49,69,48,48,47,47,37,47,47,32,45,34,50,49,42,49
28,28,"m","030_28_m_P_F.wav",18233,10,1,30,28,"m","Pizzeria","NoDistortion",19686,22582,63,30091,55,35,47,47,37,46,46,46,46,46,45,55,50,49,54,49
28,28,"m","024_21_m_P_F.wav",19920,11,1,24,21,"m","Pizzeria","NoDistortion",20850,26679,1451,37985,63,64,48,48,64,48,59,46,55,46,46,47,51,53,41,49
28,28,"m","021_30_m_P_F.wav",16850,12,1,21,30,"m","Pizzeria","NoDistortion",16734,20847,119,48877,34,57,47,46,45,45,32,45,45,45,45,37,51,49,50,50
28,28,"m","016_21_m_P_F.wav",18316,13,1,16,21,"m","Pizzeria","NoDistortion",18876,21225,84,29904,67,61,46,46,59,46,34,46,47,47,47,36,50,50,44,50
28,28,"m","025_25_m_P_F.wav",32555,14,1,25,25,"m","Pizzeria","NoDistortion",34489,36776,102,23337,86,31,54,44,54,45,56,44,59,44,45,62,55,57,45,50
28,28,"m","003_33_f_P_F.wav",21242,15,1,3,33,"f","Pizzeria","NoDistortion",16858,23640,152,24721,4,28,45,44,43,43,54,43,43,42,41,63,51,49,49,49
28,28,"m","014_34_f_P_F.wav",16185,16,1,14,34,"f","Pizzeria","NoDistortion",4831,9650,162,27767,59,35,47,47,46,46,55,44,44,44,45,60,51,48,49,49
28,28,"m","002_28_f_P_F.wav",15989,17,1,2,28,"f","Pizzeria","NoDistortion",4725,18372,115,28141,23,33,48,48,48,47,36,58,46,47,47,51,45,49,49,50
28,28,"m","012_27_f_P_F.wav",25195,18,1,12,27,"f","Pizzeria","NoDistortion",7269,23123,102,30695,32,30,45,44,44,44,52,45,44,44,44,61,50,50,50,50
28,28,"m","017_29_f_P_F.wav",18083,19,1,17,29,"f","Pizzeria","NoDistortion",34037,63417,6687,8878,52,50,49,48,48,48,48,48,48,48,48,49,50,50,50,50
28,28,"m","011_21_f_P_F.wav",19116,20,1,11,21,"f","Pizzeria","NoDistortion",5072,20634,94,10899,63,36,48,46,46,46,55,45,53,46,45,59,51,53,50,49
28,28,"m","013_34_f_P_F.wav",18686,21,1,13,34,"f","Pizzeria","NoDistortion",27885,30455,101,37992,38,47,47,47,47,46,45,45,45,46,47,49,51,49,49,50
28,28,"m","029_29_f_P_F.wav",18621,22,1,29,29,"f","Pizzeria","NoDistortion",7064,11351,112,45303,65,31,49,49,48,48,55,48,54,57,49,62,50,52,54,50
28,28,"m","010_30_f_P_F.wav",26028,23,1,10,30,"f","Pizzeria","NoDistortion",47250,16311,101,29497,37,61,50,49,48,48,48,49,65,50,69,43,50,58,51,60
28,28,"m","001_28_f_P_F.wav",15139,24,1,1,28,"f","Pizzeria","NoDistortion",35440,10344,111,22099,38,36,44,44,45,46,64,47,46,46,55,64,48,51,50,54
28,28,"m","009_30_f_P_F.wav",20521,25,1,9,30,"f","Pizzeria","NoDistortion",8894,10308,78,37459,63,24,47,46,47,47,46,45,42,74,45,61,51,48,63,49
28,28,"m","027_29_f_P_F.wav",22277,26,1,27,29,"f","Pizzeria","NoDistortion",25510,28154,71,21142,65,57,45,45,45,45,56,44,45,30,47,49,50,50,42,51
28,28,"m","015_22_f_P_F.wav",20644,27,1,15,22,"f","Pizzeria","NoDistortion",24782,31934,62,19627,70,33,47,46,46,46,37,47,47,35,35,52,50,50,44,44
28,28,"m","008_28_f_P_F.wav",17506,28,1,8,28,"f","Pizzeria","NoDistortion",3487,6718,71,20353,68,36,47,48,46,31,64,45,45,35,62,64,51,48,44,65
28,28,"m","026_20_f_P_F.wav",16360,29,1,26,20,"f","Pizzeria","NoDistortion",25350,26707,76,25675,63,30,44,44,60,43,56,45,65,34,50,63,49,60,37,53
29,29,"f","021_30_m_P_F.wav",16883,1,2,21,30,"m","Pizzeria","NoDistortion",25012,30103,161,61062,56,33,66,79,78,65,71,22,57,37,65,69,72,39,29,50
29,29,"f","019_30_m_P_F.wav",18178,2,1,19,30,"m","Pizzeria","NoDistortion",16832,13814,152,49896,56,79,38,70,24,83,35,16,83,81,53,28,61,56,78,35
29,29,"f","022_24_m_P_F.wav",18435,3,1,22,24,"m","Pizzeria","NoDistortion",5191,8088,144,57887,37,80,32,25,85,24,86,83,83,24,53,53,24,79,19,64
29,29,"f","006_22_m_P_F.wav",31278,4,1,6,22,"m","Pizzeria","NoDistortion",11169,30582,163,47665,20,24,43,28,41,29,71,58,74,67,77,73,42,73,63,74
29,29,"f","018_25_m_P_F.wav",14442,5,1,18,25,"m","Pizzeria","NoDistortion",12314,18825,3260,53965,77,13,76,65,79,10,78,23,36,17,62,82,76,35,19,76
29,29,"f","007_24_m_P_F.wav",16002,6,2,7,24,"m","Pizzeria","NoDistortion",11028,17571,1067,47427,73,39,37,64,57,29,68,57,72,39,39,64,40,54,41,55
29,29,"f","020_31_m_P_F.wav",17884,7,1,20,31,"m","Pizzeria","NoDistortion",11113,22686,3098,47994,30,58,28,86,21,81,42,65,29,59,27,42,31,21,69,23
29,29,"f","023_30_m_P_F.wav",17881,8,1,23,30,"m","Pizzeria","NoDistortion",21017,5491,192,46684,31,60,17,67,29,67,42,59,71,62,35,41,29,52,66,34
29,29,"f","028_28_m_P_F.wav",19288,9,1,28,28,"m","Pizzeria","NoDistortion",23529,10736,1453,79921,58,43,36,81,62,65,65,32,56,38,46,61,52,37,38,40
29,29,"f","016_21_m_P_F.wav",18304,10,2,16,21,"m","Pizzeria","NoDistortion",5529,14955,102,80188,43,26,29,20,23,40,59,53,76,64,67,66,38,78,70,63
29,29,"f","030_28_m_P_F.wav",18228,11,2,30,28,"m","Pizzeria","NoDistortion",8366,13244,191,99063,57,61,32,54,33,30,58,39,76,62,60,48,46,61,64,65
29,29,"f","024_21_m_P_F.wav",19923,12,1,24,21,"m","Pizzeria","NoDistortion",15224,11052,179,52875,60,32,66,82,63,31,70,24,59,32,60,69,71,38,34,64
29,29,"f","005_26_m_P_F.wav",18191,13,2,5,26,"m","Pizzeria","NoDistortion",13055,7234,2103,72459,42,19,31,56,61,23,75,73,83,29,63,78,29,63,34,70
29,29,"f","025_25_m_P_F.wav",32556,14,2,25,25,"m","Pizzeria","NoDistortion",6744,19436,224,64771,46,21,40,15,33,23,64,61,80,68,56,71,39,82,67,66
29,29,"f","004_29_m_P_F.wav",16454,15,2,4,29,"m","Pizzeria","NoDistortion",6837,11856,130,59159,37,35,30,33,38,31,57,76,77,63,61,61,27,72,62,65
29,29,"f","013_34_f_P_F.wav",18680,16,2,13,34,"f","Pizzeria","NoDistortion",6371,11287,132,49738,62,60,56,24,27,27,42,30,76,62,59,41,63,76,67,66
29,29,"f","014_34_f_P_F.wav",16192,17,1,14,34,"f","Pizzeria","NoDistortion",9648,7455,3031,51808,65,22,70,38,71,23,78,34,69,28,59,78,68,65,28,68
29,29,"f","012_27_f_P_F.wav",25206,18,1,12,27,"f","Pizzeria","NoDistortion",19780,7463,138,61822,64,32,76,29,61,35,73,34,70,35,67,70,71,70,37,66
29,29,"f","008_28_f_P_F.wav",17514,19,1,8,28,"f","Pizzeria","NoDistortion",4323,12734,2386,42681,84,23,74,24,73,19,80,19,70,34,71,78,77,73,30,76
29,29,"f","009_30_f_P_F.wav",20524,20,1,9,30,"f","Pizzeria","NoDistortion",7491,13738,152,49819,57,56,42,23,26,11,55,26,76,61,65,49,58,76,67,77
29,29,"f","015_22_f_P_F.wav",20639,21,1,15,22,"f","Pizzeria","NoDistortion",3727,6563,144,39768,62,30,57,40,58,22,76,31,64,41,65,73,63,62,41,71
29,29,"f","001_28_f_P_F.wav",15138,22,1,1,28,"f","Pizzeria","NoDistortion",4992,6822,144,56910,61,15,67,26,42,28,77,31,71,43,63,81,68,72,50,67
29,29,"f","017_29_f_P_F.wav",18084,23,2,17,29,"f","Pizzeria","NoDistortion",19580,6487,2944,58699,69,41,55,33,59,25,61,20,67,42,81,60,67,67,41,78
29,29,"f","002_28_f_P_F.wav",15979,24,1,2,28,"f","Pizzeria","NoDistortion",8784,13139,169,46424,58,56,73,54,59,20,56,13,60,40,73,50,80,53,40,76
29,29,"f","027_29_f_P_F.wav",22292,25,1,27,29,"f","Pizzeria","NoDistortion",9730,13871,1140,52366,78,15,73,34,69,20,74,20,59,24,72,79,76,62,27,76
29,29,"f","003_33_f_P_F.wav",21245,26,1,3,33,"f","Pizzeria","NoDistortion",6367,10715,143,32786,61,23,83,23,70,29,80,20,69,30,64,78,81,73,30,67
29,29,"f","026_20_f_P_F.wav",16375,27,1,26,20,"f","Pizzeria","NoDistortion",4250,10628,169,43018,60,42,58,28,38,19,65,23,68,73,66,61,67,70,67,73
29,29,"f","010_30_f_P_F.wav",26025,28,1,10,30,"f","Pizzeria","NoDistortion",4962,8789,160,39365,57,36,72,55,66,15,67,26,58,26,68,65,73,51,30,76
29,29,"f","011_21_f_P_F.wav",19129,29,1,11,21,"f","Pizzeria","NoDistortion",7289,13465,163,30130,58,61,69,29,37,14,43,27,82,63,84,41,71,76,63,85
30,28,"m","019_30_m_P_F.wav",18189,1,3,19,30,"m","Pizzeria","NoDistortion",27812,35503,174,142015,81,43,87,32,70,28,33,27,86,43,73,45,80,77,36,72
30,28,"m","025_25_m_P_F.wav",32570,2,2,25,25,"m","Pizzeria","NoDistortion",40099,49299,186,103367,55,19,72,70,49,77,75,76,78,18,79,78,48,54,34,51
30,28,"m","005_26_m_P_F.wav",18202,3,3,5,26,"m","Pizzeria","NoDistortion",27740,55731,177,77361,43,28,34,34,31,63,20,87,78,11,69,46,23,72,40,53
30,28,"m","023_30_m_P_F.wav",17875,4,2,23,30,"m","Pizzeria","NoDistortion",23660,62614,1805,64004,69,76,76,41,39,35,39,29,74,70,58,31,73,66,65,61
30,28,"m","024_21_m_P_F.wav",19908,5,3,24,21,"m","Pizzeria","NoDistortion",46672,50774,392,64452,38,20,71,81,78,80,79,77,74,12,86,79,47,46,17,53
30,28,"m","016_21_m_P_F.wav",18319,6,4,16,21,"m","Pizzeria","NoDistortion",41687,47263,133,89511,68,45,43,43,71,39,72,39,44,34,39,63,52,50,31,50
30,28,"m","022_24_m_P_F.wav",18426,7,3,22,24,"m","Pizzeria","NoDistortion",28807,38239,2342,78280,62,28,34,68,38,36,73,66,86,12,84,72,34,59,37,74
30,28,"m","004_29_m_P_F.wav",16452,8,4,4,29,"m","Pizzeria","NoDistortion",25870,31334,112,63998,41,72,37,76,25,83,62,30,56,79,31,45,53,40,77,24
30,28,"m","021_30_m_P_F.wav",16870,9,6,21,30,"m","Pizzeria","NoDistortion",16549,21710,161,94180,68,64,71,63,75,37,43,35,75,64,73,39,68,56,44,68
30,28,"m","006_22_m_P_F.wav",31256,10,3,6,22,"m","Pizzeria","NoDistortion",9035,12478,170,108939,25,35,30,75,75,31,74,41,78,23,69,69,44,51,24,69
30,28,"m","007_24_m_P_F.wav",16010,11,3,7,24,"m","Pizzeria","NoDistortion",8953,20463,126,53048,77,65,81,40,83,31,39,32,80,34,74,37,74,70,25,71
30,28,"m","018_25_m_P_F.wav",14456,12,4,18,25,"m","Pizzeria","NoDistortion",22695,26589,111,83435,63,15,70,75,80,73,78,78,85,13,81,81,46,55,16,54
30,28,"m","028_28_m_P_F.wav",19311,13,4,28,28,"m","Pizzeria","NoDistortion",37448,28864,112,91905,62,69,71,73,71,44,72,30,68,20,65,51,70,47,24,60
30,28,"m","020_31_m_P_F.wav",17885,14,5,20,31,"m","Pizzeria","NoDistortion",23843,31362,3206,90907,39,41,38,89,37,83,39,40,74,38,32,49,49,42,50,24
30,28,"m","017_29_f_P_F.wav",18085,15,2,17,29,"f","Pizzeria","NoDistortion",18465,22975,173,58521,86,27,84,18,79,18,81,35,86,25,83,77,74,84,23,82
30,28,"m","011_21_f_P_F.wav",19134,16,3,11,21,"f","Pizzeria","NoDistortion",14596,32885,267,71561,74,44,78,26,44,38,80,31,69,45,65,68,73,71,50,63
30,28,"m","015_22_f_P_F.wav",20631,17,3,15,22,"f","Pizzeria","NoDistortion",52736,31440,153,65667,55,24,64,68,41,41,40,74,78,23,26,58,45,55,41,42
30,28,"m","026_20_f_P_F.wav",16381,18,4,26,20,"f","Pizzeria","NoDistortion",25600,33736,171,67677,66,69,71,45,40,68,63,28,74,68,29,47,71,64,64,30
30,28,"m","013_34_f_P_F.wav",18691,19,5,13,34,"f","Pizzeria","NoDistortion",64486,47967,135,75694,70,63,70,62,68,38,65,38,83,35,75,51,66,60,33,68
30,28,"m","029_29_f_P_F.wav",18648,20,4,29,29,"f","Pizzeria","NoDistortion",54185,27041,2279,63806,80,45,70,38,68,37,63,35,77,64,75,59,67,69,48,69
30,28,"m","003_33_f_P_F.wav",21240,21,4,3,33,"f","Pizzeria","NoDistortion",40546,21399,2476,62855,42,40,40,68,39,77,71,77,78,25,26,65,31,55,43,24
30,28,"m","010_30_f_P_F.wav",26029,22,3,10,30,"f","Pizzeria","NoDistortion",42245,48117,1279,43886,59,78,70,48,45,72,41,31,75,40,32,31,69,63,47,30
30,28,"m","008_28_f_P_F.wav",17529,23,3,8,28,"f","Pizzeria","NoDistortion",29350,6246,159,75558,85,13,83,20,81,13,83,38,85,16,84,85,72,82,17,85
30,28,"m","001_28_f_P_F.wav",15142,24,4,1,28,"f","Pizzeria","NoDistortion",18204,10596,153,84211,71,24,71,39,72,43,75,31,68,61,41,75,70,64,44,49
30,28,"m","014_34_f_P_F.wav",16190,25,4,14,34,"f","Pizzeria","NoDistortion",7320,21056,10159,53878,62,24,68,34,73,32,78,72,77,22,81,77,48,71,24,74
30,28,"m","027_29_f_P_F.wav",22287,26,3,27,29,"f","Pizzeria","NoDistortion",23087,12215,95,59654,82,64,66,67,70,67,71,32,78,29,73,53,67,55,29,53
30,28,"m","012_27_f_P_F.wav",25212,27,3,12,27,"f","Pizzeria","NoDistortion",26711,31880,132,47278,68,35,70,71,73,34,74,43,77,43,66,69,63,53,35,66
30,28,"m","002_28_f_P_F.wav",15988,28,3,2,28,"f","Pizzeria","NoDistortion",24350,20391,3991,72871,70,76,74,71,71,76,73,36,71,40,71,48,69,50,34,47
30,28,"m","009_30_f_P_F.wav",20522,29,3,9,30,"f","Pizzeria","NoDistortion",14817,7473,132,78226,81,88,85,78,78,78,41,9,90,62,31,26,88,56,42,26
