Participant;Filename;Rating;MOS
04_w_24;m171_barentsburg_d1_1c_06_IRS_NB_G711_A_64.wav;47;3.6202734
04_w_24;m171_barentsburg_d2_2b_MNRU_10DB.wav;21;1.4614258
04_w_24;m171_barentsburg_d3_3a3b_IRS_NB_AMRNB_4_75.wav;43;3.2665126
04_w_24;m171_barentsburg_d3_3c1_SWB_EVS_16_4.wav;60;4.5985
04_w_24;m171_barentsburg_d3_3c2_BP900_2500.wav;20;1.4013
04_w_24;m171_barentsburg_d4_4a4b_HP135_WB_AMRWB_6_6.wav;49;3.7913002
04_w_24;m171_barentsburg_d4_4c_ref.wav;60;4.5985
04_w_24;m263_andorralavella_d1_1a1b_ref.wav;59;4.5375942
04_w_24;m263_andorralavella_d1_1c_12_IRS_NB_AMRNB_4_75.wav;40;2.9959
04_w_24;m263_andorralavella_d2_2b_BP900_2500.wav;20;1.4013
04_w_24;m263_andorralavella_d3_3a3b_MNRU_10DB.wav;20;1.4013
04_w_24;m263_andorralavella_d3_3c1_HP135_WB_G722_64.wav;56;4.3377048
04_w_24;m263_andorralavella_d3_3c2_HP135_WB_AMRWB_6_6.wav;58;4.4737216
04_w_24;m263_andorralavella_d4_4a4b_SWB_EVS_16_4.wav;60;4.5985
04_w_24;m263_andorralavella_d4_4c_IRS_NB_G711_A_64.wav;33;2.3725066
04_w_24;w008_dakar_d1_1a1b_MNRU_10DB.wav;20;1.4013
04_w_24;w008_dakar_d1_1c_06_HP135_WB_AMRWB_6_6.wav;58;4.4737216
04_w_24;w008_dakar_d2_2b_HP135_WB_G722_64.wav;60;4.5985
04_w_24;w008_dakar_d3_3a3b_ref.wav;60;4.5985
04_w_24;w008_dakar_d3_3c1_IRS_NB_G711_A_64.wav;53;4.1153586
04_w_24;w008_dakar_d3_3c2_SWB_EVS_16_4.wav;59;4.5375942
04_w_24;w008_dakar_d4_4a4b_BP900_2500.wav;20;1.4013
04_w_24;w008_dakar_d4_4c_IRS_NB_AMRNB_4_75.wav;30;2.119
04_w_24;w094_hakupu_d1_1a1b_HP135_WB_AMRWB_6_6.wav;57;4.4070394
04_w_24;w094_hakupu_d1_1c_12_BP900_2500.wav;20;1.4013
04_w_24;w094_hakupu_d2_2b_IRS_NB_G711_A_64.wav;57;4.4070394
04_w_24;w094_hakupu_d3_3a3b_SWB_EVS_16_4.wav;56;4.3377048
04_w_24;w094_hakupu_d3_3c1_IRS_NB_AMRNB_4_75.wav;47;3.6202734
04_w_24;w094_hakupu_d3_3c2_MNRU_10DB.wav;21;1.4614258
04_w_24;w094_hakupu_d4_4a4b_HP135_WB_G722_64.wav;60;4.5985
04_w_24;w094_hakupu_d4_4c_ref.wav;60;4.5985
04_w_24;w125_hamhung_d1_1a1b_IRS_NB_G711_A_64.wav;46;3.5330608
04_w_24;w125_hamhung_d1_1c_03_HP135_WB_AMRWB_6_6.wav;47;3.6202734
04_w_24;w125_hamhung_d2_2b_HP135_WB_G722_64.wav;49;3.7913002
04_w_24;w125_hamhung_d3_3a3b_BP900_2500.wav;21;1.4614258
04_w_24;w125_hamhung_d3_3c1_SWB_EVS_16_4.wav;51;3.9567478
04_w_24;w125_hamhung_d3_3c2_ref.wav;60;4.5985
04_w_24;w125_hamhung_d4_4a4b_MNRU_10DB.wav;20;1.4013
04_w_24;w125_hamhung_d4_4c_IRS_NB_AMRNB_4_75.wav;30;2.119
04_w_24;w148_phuntsholing_d1_1a1b_MNRU_10DB.wav;20;1.4013
04_w_24;w148_phuntsholing_d1_1c_05_BP900_2500.wav;20;1.4013
04_w_24;w148_phuntsholing_d2_2b_IRS_NB_AMRNB_4_75.wav;40;2.9959
04_w_24;w148_phuntsholing_d3_3a3b_SWB_EVS_16_4.wav;59;4.5375942
04_w_24;w148_phuntsholing_d3_3c1_HP135_WB_G722_64.wav;59;4.5375942
04_w_24;w148_phuntsholing_d3_3c2_ref.wav;59;4.5375942
04_w_24;w148_phuntsholing_d4_4a4b_HP135_WB_AMRWB_6_6.wav;39;2.9055262
04_w_24;w148_phuntsholing_d4_4c_IRS_NB_G711_A_64.wav;49;3.7913002
04_w_24;w174_reykjavik_d1_1a1b_IRS_NB_AMRNB_4_75.wav;38;2.8153296
04_w_24;w174_reykjavik_d1_1c_05_HP135_WB_AMRWB_6_6.wav;30;2.119
04_w_24;w174_reykjavik_d2_2b_IRS_NB_G711_A_64.wav;40;2.9959
04_w_24;w174_reykjavik_d3_3a3b_BP900_2500.wav;20;1.4013
04_w_24;w174_reykjavik_d3_3c1_SWB_EVS_16_4.wav;54;4.1917072
04_w_24;w174_reykjavik_d3_3c2_HP135_WB_G722_64.wav;59;4.5375942
04_w_24;w174_reykjavik_d4_4a4b_MNRU_10DB.wav;20;1.4013
04_w_24;w174_reykjavik_d4_4c_ref.wav;62;4.7107824
04_w_24;w257_nasinu_d1_1a1b_IRS_NB_AMRNB_4_75.wav;49;3.7913002
04_w_24;w257_nasinu_d1_1c_06_HP135_WB_AMRWB_6_6.wav;48;3.7064056
04_w_24;w257_nasinu_d2_2b_IRS_NB_G711_A_64.wav;48;3.7064056
04_w_24;w257_nasinu_d3_3a3b_ref.wav;64;4.8093112
04_w_24;w257_nasinu_d3_3c1_BP900_2500.wav;17;1.2405354
04_w_24;w257_nasinu_d3_3c2_HP135_WB_G722_64.wav;60;4.5985
04_w_24;w257_nasinu_d4_4a4b_SWB_EVS_16_4.wav;58;4.4737216
04_w_24;w257_nasinu_d4_4c_MNRU_10DB.wav;20;1.4013
05_m_22;m041_bucharest_d1_1a1b_IRS_NB_AMRNB_4_75.wav;30;2.119
05_m_22;m041_bucharest_d1_1c_03_SWB_EVS_16_4.wav;70;5.0098
05_m_22;m041_bucharest_d2_2b_HP135_WB_G722_64.wav;70;5.0098
05_m_22;m041_bucharest_d3_3a3b_ref.wav;70;5.0098
05_m_22;m041_bucharest_d3_3c1_HP135_WB_AMRWB_6_6.wav;35;2.547375
05_m_22;m041_bucharest_d3_3c2_MNRU_10DB.wav;19;1.3443382
05_m_22;m041_bucharest_d4_4a4b_IRS_NB_G711_A_64.wav;30;2.119
05_m_22;m041_bucharest_d4_4c_BP900_2500.wav;18;1.2906976
05_m_22;m061_alrayyan_d1_1a1b_HP135_WB_G722_64.wav;64;4.8093112
05_m_22;m061_alrayyan_d1_1c_03_ref.wav;70;5.0098
05_m_22;m061_alrayyan_d2_2b_MNRU_10DB.wav;20;1.4013
05_m_22;m061_alrayyan_d3_3a3b_BP900_2500.wav;17;1.2405354
05_m_22;m061_alrayyan_d3_3c1_IRS_NB_AMRNB_4_75.wav;24;1.6592152
05_m_22;m061_alrayyan_d3_3c2_SWB_EVS_16_4.wav;55;4.265875
05_m_22;m061_alrayyan_d4_4a4b_HP135_WB_AMRWB_6_6.wav;34;2.4594592
05_m_22;m061_alrayyan_d4_4c_IRS_NB_G711_A_64.wav;32;2.2866744
05_m_22;m096_helsinki_d1_1a1b_IRS_NB_AMRNB_4_75.wav;27;1.8798214
05_m_22;m096_helsinki_d1_1c_07_MNRU_10DB.wav;15;1.151275
05_m_22;m096_helsinki_d2_2b_IRS_NB_G711_A_64.wav;34;2.4594592
05_m_22;m096_helsinki_d3_3a_01_SWB_EVS_16_4.wav;48;3.7064056
05_m_22;m096_helsinki_d3_3c1_HP135_WB_AMRWB_6_6.wav;40;2.9959
05_m_22;m096_helsinki_d3_3c2_ref.wav;68;4.9600776
05_m_22;m096_helsinki_d4_4a4b_HP135_WB_G722_64.wav;50;3.8748
05_m_22;m096_helsinki_d4_4c_BP900_2500.wav;18;1.2906976
05_m_22;m097_basseterre_d1_1a1b_MNRU_10DB.wav;15;1.151275
05_m_22;m097_basseterre_d1_1c_08_HP135_WB_AMRWB_6_6.wav;45;3.444925
05_m_22;m097_basseterre_d2_2b_ref.wav;58;4.4737216
05_m_22;m097_basseterre_d3_3a3b_SWB_EVS_16_4.wav;69;4.9872082
05_m_22;m097_basseterre_d3_3c1_HP135_WB_G722_64.wav;69;4.9872082
05_m_22;m097_basseterre_d3_3c2_IRS_NB_G711_A_64.wav;35;2.547375
05_m_22;m097_basseterre_d4_4a4b_IRS_NB_AMRNB_4_75.wav;34;2.4594592
05_m_22;m097_basseterre_d4_4c_BP900_2500.wav;20;1.4013
05_m_22;m171_barentsburg_d1_1a1b_HP135_WB_G722_64.wav;50;3.8748
05_m_22;m171_barentsburg_d1_1c_06_IRS_NB_G711_A_64.wav;32;2.2866744
05_m_22;m171_barentsburg_d2_2b_MNRU_10DB.wav;16;1.1940088
05_m_22;m171_barentsburg_d3_3a3b_IRS_NB_AMRNB_4_75.wav;28;1.9576936
05_m_22;m171_barentsburg_d3_3c1_SWB_EVS_16_4.wav;34;2.4594592
05_m_22;m171_barentsburg_d3_3c2_BP900_2500.wav;20;1.4013
05_m_22;m171_barentsburg_d4_4a4b_HP135_WB_AMRWB_6_6.wav;35;2.547375
05_m_22;m171_barentsburg_d4_4c_ref.wav;50;3.8748
05_m_22;m263_andorralavella_d1_1a1b_ref.wav;48;3.7064056
05_m_22;m263_andorralavella_d1_1c_12_IRS_NB_AMRNB_4_75.wav;33;2.3725066
05_m_22;m263_andorralavella_d2_2b_BP900_2500.wav;16;1.1940088
05_m_22;m263_andorralavella_d3_3a3b_MNRU_10DB.wav;18;1.2906976
05_m_22;m263_andorralavella_d3_3c1_HP135_WB_G722_64.wav;60;4.5985
05_m_22;m263_andorralavella_d3_3c2_HP135_WB_AMRWB_6_6.wav;41;3.0862938
05_m_22;m263_andorralavella_d4_4a4b_SWB_EVS_16_4.wav;40;2.9959
05_m_22;m263_andorralavella_d4_4c_IRS_NB_G711_A_64.wav;35;2.547375
05_m_22;w008_dakar_d1_1a1b_MNRU_10DB.wav;18;1.2906976
05_m_22;w008_dakar_d1_1c_06_HP135_WB_AMRWB_6_6.wav;34;2.4594592
05_m_22;w008_dakar_d2_2b_HP135_WB_G722_64.wav;50;3.8748
05_m_22;w008_dakar_d3_3a3b_ref.wav;54;4.1917072
05_m_22;w008_dakar_d3_3c1_IRS_NB_G711_A_64.wav;32;2.2866744
05_m_22;w008_dakar_d3_3c2_SWB_EVS_16_4.wav;45;3.444925
05_m_22;w008_dakar_d4_4a4b_BP900_2500.wav;22;1.5245584
05_m_22;w008_dakar_d4_4c_IRS_NB_AMRNB_4_75.wav;30;2.119
05_m_22;w094_hakupu_d1_1a1b_HP135_WB_AMRWB_6_6.wav;34;2.4594592
05_m_22;w094_hakupu_d1_1c_12_BP900_2500.wav;16;1.1940088
05_m_22;w094_hakupu_d2_2b_IRS_NB_G711_A_64.wav;34;2.4594592
05_m_22;w094_hakupu_d3_3a3b_SWB_EVS_16_4.wav;70;5.0098
05_m_22;w094_hakupu_d3_3c1_IRS_NB_AMRNB_4_75.wav;30;2.119
05_m_22;w094_hakupu_d3_3c2_MNRU_10DB.wav;20;1.4013
05_m_22;w094_hakupu_d4_4a4b_HP135_WB_G722_64.wav;52;4.0369864
05_m_22;w094_hakupu_d4_4c_ref.wav;68;4.9600776
05_m_22;w125_hamhung_d1_1a1b_IRS_NB_G711_A_64.wav;36;2.6360968
05_m_22;w125_hamhung_d1_1c_03_HP135_WB_AMRWB_6_6.wav;34;2.4594592
05_m_22;w125_hamhung_d2_2b_HP135_WB_G722_64.wav;39;2.9055262
05_m_22;w125_hamhung_d3_3a3b_BP900_2500.wav;15;1.151275
05_m_22;w125_hamhung_d3_3c1_SWB_EVS_16_4.wav;66;4.8928288
05_m_22;w125_hamhung_d3_3c2_ref.wav;70;5.0098
05_m_22;w125_hamhung_d4_4a4b_MNRU_10DB.wav;18;1.2906976
05_m_22;w125_hamhung_d4_4c_IRS_NB_AMRNB_4_75.wav;28;1.9576936
05_m_22;w148_phuntsholing_d1_1a1b_MNRU_10DB.wav;17;1.2405354
05_m_22;w148_phuntsholing_d1_1c_05_BP900_2500.wav;15;1.151275
05_m_22;w148_phuntsholing_d2_2b_IRS_NB_AMRNB_4_75.wav;28;1.9576936
05_m_22;w148_phuntsholing_d3_3a3b_SWB_EVS_16_4.wav;54;4.1917072
05_m_22;w148_phuntsholing_d3_3c1_HP135_WB_G722_64.wav;50;3.8748
05_m_22;w148_phuntsholing_d3_3c2_ref.wav;70;5.0098
05_m_22;w148_phuntsholing_d4_4a4b_HP135_WB_AMRWB_6_6.wav;31;2.2021198
05_m_22;w148_phuntsholing_d4_4c_IRS_NB_G711_A_64.wav;31;2.2021198
05_m_22;w174_reykjavik_d1_1a1b_IRS_NB_AMRNB_4_75.wav;30;2.119
05_m_22;w174_reykjavik_d1_1c_05_HP135_WB_AMRWB_6_6.wav;30;2.119
05_m_22;w174_reykjavik_d2_2b_IRS_NB_G711_A_64.wav;30;2.119
05_m_22;w174_reykjavik_d3_3a3b_BP900_2500.wav;16;1.1940088
05_m_22;w174_reykjavik_d3_3c1_SWB_EVS_16_4.wav;45;3.444925
05_m_22;w174_reykjavik_d3_3c2_HP135_WB_G722_64.wav;32;2.2866744
05_m_22;w174_reykjavik_d4_4a4b_MNRU_10DB.wav;20;1.4013
05_m_22;w174_reykjavik_d4_4c_ref.wav;70;5.0098
05_m_22;w257_nasinu_d1_1a1b_IRS_NB_AMRNB_4_75.wav;33;2.3725066
05_m_22;w257_nasinu_d1_1c_06_HP135_WB_AMRWB_6_6.wav;26;1.8040128
05_m_22;w257_nasinu_d2_2b_IRS_NB_G711_A_64.wav;28;1.9576936
05_m_22;w257_nasinu_d3_3a3b_ref.wav;70;5.0098
05_m_22;w257_nasinu_d3_3c1_BP900_2500.wav;18;1.2906976
05_m_22;w257_nasinu_d3_3c2_HP135_WB_G722_64.wav;54;4.1917072
05_m_22;w257_nasinu_d4_4a4b_SWB_EVS_16_4.wav;56;4.3377048
05_m_22;w257_nasinu_d4_4c_MNRU_10DB.wav;18;1.2906976
06_w_23;m041_bucharest_d1_1a1b_IRS_NB_AMRNB_4_75.wav;30;2.119
06_w_23;m041_bucharest_d1_1c_03_SWB_EVS_16_4.wav;61;4.6562818
06_w_23;m041_bucharest_d2_2b_HP135_WB_G722_64.wav;50;3.8748
06_w_23;m041_bucharest_d3_3a3b_ref.wav;60;4.5985
06_w_23;m041_bucharest_d3_3c1_HP135_WB_AMRWB_6_6.wav;35;2.547375
06_w_23;m041_bucharest_d3_3c2_MNRU_10DB.wav;20;1.4013
06_w_23;m041_bucharest_d4_4a4b_IRS_NB_G711_A_64.wav;35;2.547375
06_w_23;m041_bucharest_d4_4c_BP900_2500.wav;20;1.4013
06_w_23;m061_alrayyan_d1_1a1b_HP135_WB_G722_64.wav;45;3.444925
06_w_23;m061_alrayyan_d1_1c_03_ref.wav;65;4.853025
06_w_23;m061_alrayyan_d2_2b_MNRU_10DB.wav;16;1.1940088
06_w_23;m061_alrayyan_d3_3a3b_BP900_2500.wav;22;1.5245584
06_w_23;m061_alrayyan_d3_3c1_IRS_NB_AMRNB_4_75.wav;30;2.119
06_w_23;m061_alrayyan_d3_3c2_SWB_EVS_16_4.wav;60;4.5985
06_w_23;m061_alrayyan_d4_4a4b_HP135_WB_AMRWB_6_6.wav;35;2.547375
06_w_23;m061_alrayyan_d4_4c_IRS_NB_G711_A_64.wav;44;3.3560232
06_w_23;m096_helsinki_d1_1a1b_IRS_NB_AMRNB_4_75.wav;30;2.119
06_w_23;m096_helsinki_d1_1c_07_MNRU_10DB.wav;20;1.4013
06_w_23;m096_helsinki_d2_2b_IRS_NB_G711_A_64.wav;34;2.4594592
06_w_23;m096_helsinki_d3_3a_01_SWB_EVS_16_4.wav;50;3.8748
06_w_23;m096_helsinki_d3_3c1_HP135_WB_AMRWB_6_6.wav;26;1.8040128
06_w_23;m096_helsinki_d3_3c2_ref.wav;50;3.8748
06_w_23;m096_helsinki_d4_4a4b_HP135_WB_G722_64.wav;40;2.9959
06_w_23;m096_helsinki_d4_4c_BP900_2500.wav;20;1.4013
06_w_23;m097_basseterre_d1_1a1b_MNRU_10DB.wav;19;1.3443382
06_w_23;m097_basseterre_d1_1c_08_HP135_WB_AMRWB_6_6.wav;34;2.4594592
06_w_23;m097_basseterre_d2_2b_ref.wav;65;4.853025
06_w_23;m097_basseterre_d3_3a3b_SWB_EVS_16_4.wav;65;4.853025
06_w_23;m097_basseterre_d3_3c1_HP135_WB_G722_64.wav;54;4.1917072
06_w_23;m097_basseterre_d3_3c2_IRS_NB_G711_A_64.wav;30;2.119
06_w_23;m097_basseterre_d4_4a4b_IRS_NB_AMRNB_4_75.wav;30;2.119
06_w_23;m097_basseterre_d4_4c_BP900_2500.wav;20;1.4013
06_w_23;m171_barentsburg_d1_1a1b_HP135_WB_G722_64.wav;50;3.8748
06_w_23;m171_barentsburg_d1_1c_06_IRS_NB_G711_A_64.wav;40;2.9959
06_w_23;m171_barentsburg_d2_2b_MNRU_10DB.wav;17;1.2405354
06_w_23;m171_barentsburg_d3_3a3b_IRS_NB_AMRNB_4_75.wav;30;2.119
06_w_23;m171_barentsburg_d3_3c1_SWB_EVS_16_4.wav;54;4.1917072
06_w_23;m171_barentsburg_d3_3c2_BP900_2500.wav;14;1.1124912
06_w_23;m171_barentsburg_d4_4a4b_HP135_WB_AMRWB_6_6.wav;30;2.119
06_w_23;m171_barentsburg_d4_4c_ref.wav;62;4.7107824
06_w_23;m263_andorralavella_d1_1a1b_ref.wav;66;4.8928288
06_w_23;m263_andorralavella_d1_1c_12_IRS_NB_AMRNB_4_75.wav;30;2.119
06_w_23;m263_andorralavella_d2_2b_BP900_2500.wav;24;1.6592152
06_w_23;m263_andorralavella_d3_3a3b_MNRU_10DB.wav;14;1.1124912
06_w_23;m263_andorralavella_d3_3c1_HP135_WB_G722_64.wav;50;3.8748
06_w_23;m263_andorralavella_d3_3c2_HP135_WB_AMRWB_6_6.wav;40;2.9959
06_w_23;m263_andorralavella_d4_4a4b_SWB_EVS_16_4.wav;60;4.5985
06_w_23;m263_andorralavella_d4_4c_IRS_NB_G711_A_64.wav;25;1.730425
06_w_23;w008_dakar_d1_1a1b_MNRU_10DB.wav;20;1.4013
06_w_23;w008_dakar_d1_1c_06_HP135_WB_AMRWB_6_6.wav;40;2.9959
06_w_23;w008_dakar_d2_2b_HP135_WB_G722_64.wav;45;3.444925
06_w_23;w008_dakar_d3_3a3b_ref.wav;45;3.444925
06_w_23;w008_dakar_d3_3c1_IRS_NB_G711_A_64.wav;34;2.4594592
06_w_23;w008_dakar_d3_3c2_SWB_EVS_16_4.wav;53;4.1153586
06_w_23;w008_dakar_d4_4a4b_BP900_2500.wav;19;1.3443382
06_w_23;w008_dakar_d4_4c_IRS_NB_AMRNB_4_75.wav;30;2.119
06_w_23;w094_hakupu_d1_1a1b_HP135_WB_AMRWB_6_6.wav;30;2.119
06_w_23;w094_hakupu_d1_1c_12_BP900_2500.wav;20;1.4013
06_w_23;w094_hakupu_d2_2b_IRS_NB_G711_A_64.wav;40;2.9959
06_w_23;w094_hakupu_d3_3a3b_SWB_EVS_16_4.wav;52;4.0369864
06_w_23;w094_hakupu_d3_3c1_IRS_NB_AMRNB_4_75.wav;20;1.4013
06_w_23;w094_hakupu_d3_3c2_MNRU_10DB.wav;20;1.4013
06_w_23;w094_hakupu_d4_4a4b_HP135_WB_G722_64.wav;40;2.9959
06_w_23;w094_hakupu_d4_4c_ref.wav;54;4.1917072
06_w_23;w125_hamhung_d1_1a1b_IRS_NB_G711_A_64.wav;37;2.7254674
06_w_23;w125_hamhung_d1_1c_03_HP135_WB_AMRWB_6_6.wav;38;2.8153296
06_w_23;w125_hamhung_d2_2b_HP135_WB_G722_64.wav;56;4.3377048
06_w_23;w125_hamhung_d3_3a3b_BP900_2500.wav;15;1.151275
06_w_23;w125_hamhung_d3_3c1_SWB_EVS_16_4.wav;57;4.4070394
06_w_23;w125_hamhung_d3_3c2_ref.wav;60;4.5985
06_w_23;w125_hamhung_d4_4a4b_MNRU_10DB.wav;20;1.4013
06_w_23;w125_hamhung_d4_4c_IRS_NB_AMRNB_4_75.wav;24;1.6592152
06_w_23;w148_phuntsholing_d1_1a1b_MNRU_10DB.wav;15;1.151275
06_w_23;w148_phuntsholing_d1_1c_05_BP900_2500.wav;11;1.0214118
06_w_23;w148_phuntsholing_d2_2b_IRS_NB_AMRNB_4_75.wav;22;1.5245584
06_w_23;w148_phuntsholing_d3_3a3b_SWB_EVS_16_4.wav;45;3.444925
06_w_23;w148_phuntsholing_d3_3c1_HP135_WB_G722_64.wav;40;2.9959
06_w_23;w148_phuntsholing_d3_3c2_ref.wav;54;4.1917072
06_w_23;w148_phuntsholing_d4_4a4b_HP135_WB_AMRWB_6_6.wav;34;2.4594592
06_w_23;w148_phuntsholing_d4_4c_IRS_NB_G711_A_64.wav;40;2.9959
06_w_23;w174_reykjavik_d1_1a1b_IRS_NB_AMRNB_4_75.wav;25;1.730425
06_w_23;w174_reykjavik_d1_1c_05_HP135_WB_AMRWB_6_6.wav;34;2.4594592
06_w_23;w174_reykjavik_d2_2b_IRS_NB_G711_A_64.wav;34;2.4594592
06_w_23;w174_reykjavik_d3_3a3b_BP900_2500.wav;17;1.2405354
06_w_23;w174_reykjavik_d3_3c1_SWB_EVS_16_4.wav;40;2.9959
06_w_23;w174_reykjavik_d3_3c2_HP135_WB_G722_64.wav;54;4.1917072
06_w_23;w174_reykjavik_d4_4a4b_MNRU_10DB.wav;12;1.0474024
06_w_23;w174_reykjavik_d4_4c_ref.wav;50;3.8748
06_w_23;w257_nasinu_d1_1a1b_IRS_NB_AMRNB_4_75.wav;27;1.8798214
06_w_23;w257_nasinu_d1_1c_06_HP135_WB_AMRWB_6_6.wav;24;1.6592152
06_w_23;w257_nasinu_d2_2b_IRS_NB_G711_A_64.wav;35;2.547375
06_w_23;w257_nasinu_d3_3a3b_ref.wav;60;4.5985
06_w_23;w257_nasinu_d3_3c1_BP900_2500.wav;20;1.4013
06_w_23;w257_nasinu_d3_3c2_HP135_WB_G722_64.wav;40;2.9959
06_w_23;w257_nasinu_d4_4a4b_SWB_EVS_16_4.wav;60;4.5985
06_w_23;w257_nasinu_d4_4c_MNRU_10DB.wav;15;1.151275
07_w_21;m041_bucharest_d1_1a1b_IRS_NB_AMRNB_4_75.wav;30;2.119
07_w_21;m041_bucharest_d1_1c_03_SWB_EVS_16_4.wav;68;4.9600776
07_w_21;m041_bucharest_d2_2b_HP135_WB_G722_64.wav;66;4.8928288
07_w_21;m041_bucharest_d3_3a3b_ref.wav;68;4.9600776
07_w_21;m041_bucharest_d3_3c1_HP135_WB_AMRWB_6_6.wav;37;2.7254674
07_w_21;m041_bucharest_d3_3c2_MNRU_10DB.wav;13;1.0778146
07_w_21;m041_bucharest_d4_4a4b_IRS_NB_G711_A_64.wav;53;4.1153586
07_w_21;m041_bucharest_d4_4c_BP900_2500.wav;19;1.3443382
07_w_21;m061_alrayyan_d1_1a1b_HP135_WB_G722_64.wav;60;4.5985
07_w_21;m061_alrayyan_d1_1c_03_ref.wav;64;4.8093112
07_w_21;m061_alrayyan_d2_2b_MNRU_10DB.wav;11;1.0214118
07_w_21;m061_alrayyan_d3_3a3b_BP900_2500.wav;30;2.119
07_w_21;m061_alrayyan_d3_3c1_IRS_NB_AMRNB_4_75.wav;44;3.3560232
07_w_21;m061_alrayyan_d3_3c2_SWB_EVS_16_4.wav;69;4.9872082
07_w_21;m061_alrayyan_d4_4a4b_HP135_WB_AMRWB_6_6.wav;28;1.9576936
07_w_21;m061_alrayyan_d4_4c_IRS_NB_G711_A_64.wav;54;4.1917072
07_w_21;m096_helsinki_d1_1a1b_IRS_NB_AMRNB_4_75.wav;29;2.0374722
07_w_21;m096_helsinki_d1_1c_07_MNRU_10DB.wav;14;1.1124912
07_w_21;m096_helsinki_d2_2b_IRS_NB_G711_A_64.wav;50;3.8748
07_w_21;m096_helsinki_d3_3a_01_SWB_EVS_16_4.wav;63;4.7618446
07_w_21;m096_helsinki_d3_3c1_HP135_WB_AMRWB_6_6.wav;35;2.547375
07_w_21;m096_helsinki_d3_3c2_ref.wav;67;4.9285654
07_w_21;m096_helsinki_d4_4a4b_HP135_WB_G722_64.wav;50;3.8748
07_w_21;m096_helsinki_d4_4c_BP900_2500.wav;16;1.1940088
07_w_21;m097_basseterre_d1_1a1b_MNRU_10DB.wav;11;1.0214118
07_w_21;m097_basseterre_d1_1c_08_HP135_WB_AMRWB_6_6.wav;32;2.2866744
07_w_21;m097_basseterre_d2_2b_ref.wav;70;5.0098
07_w_21;m097_basseterre_d3_3a3b_SWB_EVS_16_4.wav;65;4.853025
07_w_21;m097_basseterre_d3_3c1_HP135_WB_G722_64.wav;68;4.9600776
07_w_21;m097_basseterre_d3_3c2_IRS_NB_G711_A_64.wav;50;3.8748
07_w_21;m097_basseterre_d4_4a4b_IRS_NB_AMRNB_4_75.wav;30;2.119
07_w_21;m097_basseterre_d4_4c_BP900_2500.wav;18;1.2906976
07_w_21;m171_barentsburg_d1_1a1b_HP135_WB_G722_64.wav;54;4.1917072
07_w_21;m171_barentsburg_d1_1c_06_IRS_NB_G711_A_64.wav;41;3.0862938
07_w_21;m171_barentsburg_d2_2b_MNRU_10DB.wav;10;1
07_w_21;m171_barentsburg_d3_3a3b_IRS_NB_AMRNB_4_75.wav;22;1.5245584
07_w_21;m171_barentsburg_d3_3c1_SWB_EVS_16_4.wav;38;2.8153296
07_w_21;m171_barentsburg_d3_3c2_BP900_2500.wav;17;1.2405354
07_w_21;m171_barentsburg_d4_4a4b_HP135_WB_AMRWB_6_6.wav;38;2.8153296
07_w_21;m171_barentsburg_d4_4c_ref.wav;52;4.0369864
07_w_21;m263_andorralavella_d1_1a1b_ref.wav;54;4.1917072
07_w_21;m263_andorralavella_d1_1c_12_IRS_NB_AMRNB_4_75.wav;27;1.8798214
07_w_21;m263_andorralavella_d2_2b_BP900_2500.wav;20;1.4013
07_w_21;m263_andorralavella_d3_3a3b_MNRU_10DB.wav;10;1
07_w_21;m263_andorralavella_d3_3c1_HP135_WB_G722_64.wav;58;4.4737216
07_w_21;m263_andorralavella_d3_3c2_HP135_WB_AMRWB_6_6.wav;16;1.1940088
07_w_21;m263_andorralavella_d4_4a4b_SWB_EVS_16_4.wav;68;4.9600776
07_w_21;m263_andorralavella_d4_4c_IRS_NB_G711_A_64.wav;37;2.7254674
07_w_21;w008_dakar_d1_1a1b_MNRU_10DB.wav;11;1.0214118
07_w_21;w008_dakar_d1_1c_06_HP135_WB_AMRWB_6_6.wav;25;1.730425
07_w_21;w008_dakar_d2_2b_HP135_WB_G722_64.wav;54;4.1917072
07_w_21;w008_dakar_d3_3a3b_ref.wav;68;4.9600776
07_w_21;w008_dakar_d3_3c1_IRS_NB_G711_A_64.wav;67;4.9285654
07_w_21;w008_dakar_d3_3c2_SWB_EVS_16_4.wav;68;4.9600776
07_w_21;w008_dakar_d4_4a4b_BP900_2500.wav;22;1.5245584
07_w_21;w008_dakar_d4_4c_IRS_NB_AMRNB_4_75.wav;35;2.547375
07_w_21;w094_hakupu_d1_1a1b_HP135_WB_AMRWB_6_6.wav;30;2.119
07_w_21;w094_hakupu_d1_1c_12_BP900_2500.wav;20;1.4013
07_w_21;w094_hakupu_d2_2b_IRS_NB_G711_A_64.wav;41;3.0862938
07_w_21;w094_hakupu_d3_3a3b_SWB_EVS_16_4.wav;60;4.5985
07_w_21;w094_hakupu_d3_3c1_IRS_NB_AMRNB_4_75.wav;37;2.7254674
07_w_21;w094_hakupu_d3_3c2_MNRU_10DB.wav;10;1
07_w_21;w094_hakupu_d4_4a4b_HP135_WB_G722_64.wav;54;4.1917072
07_w_21;w094_hakupu_d4_4c_ref.wav;60;4.5985
07_w_21;w125_hamhung_d1_1a1b_IRS_NB_G711_A_64.wav;57;4.4070394
07_w_21;w125_hamhung_d1_1c_03_HP135_WB_AMRWB_6_6.wav;28;1.9576936
