"","spk_ID","filename","nameListener","ageListener","languageListener","genderListener","timesListenedTo","klanglos","hoch","nicht.nasal","scharf","ungleichmäßig","mit.Akzent","hell","laut","nicht.knarrend","monoton","unangenehm","undeutlich","glatt","heiser","auffällig","langsam","warm","natürlich","zittrig","präzise","fest","melodisch","entspannt","gleitend","kurz","gepresst","kraftlos","stockend","hart","unprofessionell","unbetont","schrill","verbunden","behaucht","sample_heard","dim1","dim2","dim3","dim4","dim5","class","spk_gender","spk_pseudonym","bw"
"1","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener067",28,"Deutsch","w",2,44,66,37,33,27,0,72,67,47,24,76,47,50,37,65,29,100,30,34,50,66,67,66,43,46,32,32,26,44,45,30,78,47,43,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"2","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener052",20,"Deustch","w",2,24,79,74,48,43,1,75,62,39,70,29,33,58,41,75,67,64,35,40,63,41,68,32,68,24,63,40,45,41,12,20,15,70,72,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"3","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener061",40,"Deutsch","w",1,32,66,100,46,68,0,46,48,46,50,63,55,47,48,50,50,48,21,47,46,46,44,45,42,43,42,44,43,42,42,44,42,42,42,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"4","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener065",20,"Deutsch","m",1,76,16,72,16,82,1,63,73,34,74,84,76,21,74,49,69,68,40,58,58,55,53,55,50,47,40,64,50,46,61,64,45,34,26,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"5","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener058",27,"Deustch","m",1,5,94,12,8,19,0,95,92,77,15,0,0,94,10,91,58,89,92,12,91,98,90,90,86,28,12,15,15,7,10,11,0,79,56,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"6","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener046",26,"Deutsch","w",3,15,82,54,49,13,2,80,59,53,17,18,16,74,18,61,50,57,66,12,78,79,79,81,80,54,19,15,15,43,55,18,46,59,12,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"7","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener065",20,"Deutsch","m",2,82,66,82,67,60,4,72,70,73,56,56,32,49,23,50,29,57,70,21,83,86,80,79,78,59,33,58,46,20,47,36,65,28,34,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"8","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener062",39,"Deustch","w",2,15,72,78,100,20,20,77,81,83,4,4,10,87,8,88,35,94,84,7,86,87,89,85,79,13,15,9,16,18,15,11,11,90,10,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"9","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener072",30,"Deutsch","m",1,36,58,72,68,56,10,60,62,64,33,50,32,54,50,76,52,60,56,37,68,67,64,49,50,61,33,32,53,54,54,32,77,55,82,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"10","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener054",31,"Deutsch","w",1,28,46,72,50,28,33,57,56,84,46,34,29,48,30,47,45,50,81,31,60,62,64,81,54,45,22,37,37,32,47,25,34,71,51,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"11","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener071",25,"Deutsch","m",1,50,76,88,77,82,76,95,85,85,14,28,11,87,12,30,54,44,68,24,84,86,68,80,90,50,86,58,20,35,82,17,48,58,9,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"12","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener047",28,"Deutsch","w",3,49,45,8,45,67,13,56,49,10,20,62,66,16,65,45,53,62,25,70,23,23,19,62,16,52,56,56,58,62,78,72,64,29,10,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"13","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener059",27,"Deutsch","w",1,4,96,70,83,7,3,78,77,74,19,18,28,82,32,27,36,55,54,47,65,60,82,79,70,72,25,22,27,25,54,26,46,58,54,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"14","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener069",21,"Deutsch","m",1,7,97,97,56,0,4,99,69,0,0,0,4,98,98,97,98,97,95,54,53,98,96,96,97,98,1,0,1,6,0,0,0,100,8,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"15","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener053",24,"Deutsch","w",1,32,86,92,66,22,0,70,84,82,56,45,9,82,5,52,5,25,89,5,89,92,74,29,94,70,44,15,4,57,12,17,56,89,9,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"16","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener070",24,"Deutsch","m",1,13,36,93,16,15,14,63,53,92,16,34,15,92,14,34,45,78,81,12,87,78,88,83,83,63,17,22,21,18,10,12,10,94,67,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"17","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener071",25,"Deutsch","m",1,28,83,87,88,62,16,75,83,60,20,32,23,40,10,62,35,50,62,78,78,23,36,81,78,60,32,56,78,26,74,23,81,37,28,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"18","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener049",22,"Deustch","w",1,30,73,81,76,39,5,58,30,54,55,99,14,77,0,39,55,43,71,40,82,70,66,70,56,48,29,87,35,35,22,17,40,33,3,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"19","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener055",31,"Deutsch","w",2,22,62,69,20,12,8,90,37,64,20,18,28,64,24,92,50,81,74,23,74,73,77,82,80,72,21,17,27,20,26,23,10,83,32,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"20","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener058",27,"Deustch","m",1,23,99,65,17,99,4,75,98,81,5,72,14,50,50,50,67,45,27,78,18,23,23,24,20,81,26,40,70,72,58,22,98,56,58,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"21","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener061",40,"Deutsch","w",1,41,60,92,50,65,0,50,48,45,44,55,58,62,54,64,47,47,41,44,41,43,44,42,41,40,41,41,38,39,38,38,39,46,47,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"22","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener063",32,"Deutsch","w",1,15,69,93,91,34,8,93,75,85,8,28,14,82,25,76,23,51,22,29,69,71,82,64,77,81,10,30,19,31,6,17,30,74,5,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"23","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener049",22,"Deustch","w",1,37,61,34,86,39,23,62,34,41,40,23,12,50,14,54,34,25,84,53,81,64,72,67,66,60,29,45,27,54,24,21,22,67,14,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"24","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener066",22,"Deutsch","m",2,34,93,100,75,34,0,86,57,63,59,40,0,0,5,44,59,70,78,0,100,75,66,79,85,80,67,24,7,1,32,17,23,98,24,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"25","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener069",21,"Deutsch","m",1,97,94,96,11,14,6,48,88,12,22,60,2,28,15,81,17,22,58,72,76,2,9,19,7,88,85,80,76,88,86,17,5,10,89,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"26","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener057",26,"Deutsch","m",4,17,90,90,71,82,6,68,82,80,5,23,8,43,10,37,18,65,96,9,92,78,82,72,82,69,13,15,17,28,81,16,77,80,39,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"27","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener064",28,"Deutsch","w",1,35,69,84,74,63,89,85,79,93,29,18,22,73,26,75,73,22,60,74,25,42,71,66,59,57,34,40,35,48,54,44,42,26,17,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"28","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener060",40,"Deutsch","w",1,27,66,85,64,22,8,54,50,84,19,29,15,91,20,41,44,64,85,10,77,79,73,72,74,47,18,16,13,30,10,27,34,72,47,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"29","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener059",27,"Deutsch","w",1,67,48,22,24,14,1,76,85,85,29,68,34,64,30,36,72,32,43,23,57,86,20,54,66,70,38,36,33,56,50,8,41,51,57,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"30","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener070",24,"Deutsch","m",1,23,42,92,16,22,14,73,65,95,18,23,18,85,12,66,44,83,87,10,89,89,81,84,83,63,12,13,10,13,12,12,20,93,8,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"31","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener063",32,"Deutsch","w",1,17,30,87,56,6,11,16,74,51,14,17,15,81,10,92,30,80,88,10,64,58,82,75,60,34,7,29,19,37,60,32,47,48,90,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"32","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener053",24,"Deutsch","w",1,22,60,77,64,12,0,69,72,91,11,57,10,89,7,62,6,45,38,12,92,92,85,42,97,31,24,22,9,10,65,10,18,88,76,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"33","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener052",20,"Deustch","w",2,80,60,53,63,60,19,66,41,67,38,40,38,73,34,26,62,63,43,78,81,31,70,38,29,71,65,75,84,71,68,63,91,21,67,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"34","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener057",26,"Deutsch","m",3,12,92,19,86,60,3,94,85,10,10,28,23,56,76,65,14,30,95,7,92,88,84,69,18,77,12,16,11,84,40,29,90,21,56,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"35","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener054",31,"Deutsch","w",1,33,76,89,55,50,21,64,69,88,36,38,32,46,38,14,52,53,81,40,60,61,64,59,61,54,29,33,32,36,45,19,34,74,44,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"36","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener055",31,"Deutsch","w",1,7,85,74,26,26,10,90,59,25,24,17,14,80,28,22,19,64,63,18,85,84,82,82,24,47,16,19,10,3,28,20,10,67,20,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"37","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener064",28,"Deutsch","w",1,23,53,95,10,94,10,61,66,22,24,12,25,34,75,64,17,21,16,20,72,72,76,36,25,44,25,31,18,81,35,25,76,32,15,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"38","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener072",30,"Deutsch","m",1,50,70,48,70,69,27,69,68,68,34,66,60,50,58,54,50,39,54,54,73,53,60,56,56,67,46,41,44,54,40,62,68,63,55,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"39","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener047",28,"Deutsch","w",4,10,82,6,19,14,6,74,48,44,30,37,18,7,23,36,31,45,44,48,60,26,61,71,32,44,22,30,33,38,72,32,26,56,12,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"40","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener066",22,"Deutsch","m",2,26,85,100,84,25,0,87,69,100,40,22,0,100,0,48,38,63,80,10,88,85,83,71,72,48,7,26,14,7,16,5,4,97,0,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"41","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener067",28,"Deutsch","w",2,18,40,56,70,26,19,12,68,51,13,2,22,58,19,55,30,47,94,16,57,56,100,88,56,50,6,34,0,6,43,26,12,46,50,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"42","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener060",40,"Deutsch","w",1,10,56,85,60,21,6,68,41,80,21,15,11,77,19,16,38,58,88,15,88,81,79,74,72,50,21,30,27,22,6,34,30,86,53,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"43","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener062",39,"Deustch","w",2,42,73,76,72,22,22,89,77,71,20,30,32,88,19,72,26,90,79,37,80,76,75,75,75,74,18,25,24,28,25,9,14,85,30,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"44","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener068",25,"Deutsch","m",2,44,61,74,72,92,9,75,59,64,12,41,29,25,70,77,47,37,62,63,62,34,81,35,71,78,66,33,75,70,67,14,84,57,96,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"45","008","w008_dakar_d6_IRS_NB_G711_A_64.wav","Listener046",26,"Deutsch","w",2,13,68,32,47,14,6,59,53,37,19,20,20,76,17,57,46,63,80,10,85,89,81,76,84,57,30,78,17,45,50,26,46,58,24,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.711"
"46","008","w008_dakar_d6_HP135_WB_G722_64.wav","Listener068",25,"Deutsch","m",2,29,68,26,66,38,10,78,63,62,34,81,18,78,25,83,33,38,58,29,67,71,72,41,64,70,26,24,30,20,29,22,76,62,70,"w008_dakar_d6.wav",5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,"high","w","dakar","G.722"
"47","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener061",40,"Deutsch","w",1,35,54,95,45,34,4,43,42,39,44,25,22,66,29,60,48,54,48,47,44,45,44,57,54,50,34,43,40,40,37,31,28,62,50,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"48","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener065",20,"Deutsch","m",1,87,10,85,80,76,10,70,30,50,79,73,75,74,78,53,73,58,53,53,69,68,39,67,71,32,59,59,57,50,68,66,73,20,27,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"49","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener070",24,"Deutsch","m",1,14,67,87,13,11,63,46,64,95,17,26,17,86,15,43,61,82,89,7,82,89,83,82,84,64,7,12,7,10,17,8,6,95,8,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"50","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener062",39,"Deustch","w",1,22,26,85,84,22,21,72,71,74,12,6,7,84,3,89,14,86,72,21,79,78,76,76,73,74,10,14,9,12,20,26,21,94,28,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"51","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener060",40,"Deutsch","w",1,18,22,91,56,21,2,27,39,80,22,11,12,89,15,24,16,71,90,19,88,93,83,80,78,58,22,17,10,16,15,39,14,83,54,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"52","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener053",24,"Deutsch","w",3,21,30,53,46,26,0,31,65,70,31,6,14,53,33,50,12,63,89,7,89,92,87,44,93,68,24,41,10,43,9,17,46,87,65,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"53","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener047",28,"Deutsch","w",3,38,49,19,18,21,7,26,23,12,42,46,27,13,30,27,50,56,62,60,41,35,40,60,48,50,36,42,34,38,54,42,31,54,6,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"54","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener052",20,"Deustch","w",2,37,60,32,45,44,43,41,30,26,61,34,68,31,63,42,68,38,86,41,72,68,33,94,69,68,7,37,4,25,48,31,16,25,41,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"55","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener055",31,"Deutsch","w",1,13,22,72,44,15,11,68,69,73,20,19,15,75,17,19,50,60,73,24,70,81,76,76,76,80,18,16,16,26,30,23,26,73,33,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"56","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener059",27,"Deutsch","w",1,10,86,66,80,22,1,80,56,84,12,32,10,92,21,5,52,78,66,21,62,58,71,77,76,72,27,35,38,32,19,34,42,52,50,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"57","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener063",32,"Deutsch","w",1,22,57,76,50,21,84,62,62,82,19,18,17,82,29,86,40,84,74,25,72,72,79,64,69,54,24,37,33,14,13,8,15,66,12,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"58","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener071",25,"Deutsch","m",1,58,53,86,88,27,7,89,80,90,56,33,12,90,2,51,50,64,61,9,81,88,44,87,82,49,75,70,32,46,82,83,72,74,13,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"59","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener068",25,"Deutsch","m",2,34,34,84,59,36,56,59,31,63,20,10,20,67,17,36,56,93,72,24,64,60,90,75,63,45,24,18,23,15,14,61,12,68,46,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"60","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener059",27,"Deutsch","w",1,0,96,60,56,17,0,96,79,92,13,16,14,88,4,26,26,62,54,35,75,66,80,69,84,38,12,50,36,32,18,27,38,40,46,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"61","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener046",26,"Deutsch","w",1,10,72,82,45,15,14,80,53,78,20,5,6,80,9,67,50,74,73,11,87,87,86,86,84,56,18,17,13,16,29,17,23,70,15,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"62","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener060",40,"Deutsch","w",1,23,24,82,45,8,10,35,36,80,22,20,16,87,32,19,36,72,84,23,72,77,71,71,77,53,24,21,18,24,4,45,26,78,55,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"63","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener053",24,"Deutsch","w",1,25,67,91,46,22,0,65,65,91,11,6,10,83,10,78,10,69,93,4,86,93,92,42,90,56,29,17,6,34,10,8,28,91,39,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"64","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener064",28,"Deutsch","w",1,69,40,84,71,87,10,42,66,82,27,28,24,8,42,34,42,40,19,70,24,11,26,28,30,64,30,37,71,75,63,45,53,66,15,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"65","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener054",31,"Deutsch","w",1,13,66,82,50,16,27,65,52,85,29,13,21,50,24,66,47,72,84,18,80,75,72,74,74,56,11,21,17,32,23,19,31,67,65,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"66","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener063",32,"Deutsch","w",1,26,60,86,56,19,92,67,57,47,33,17,20,63,36,80,57,67,66,32,63,8,87,90,81,43,8,34,38,14,21,23,19,62,50,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"67","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener055",31,"Deutsch","w",2,18,66,41,75,29,6,81,64,74,18,18,18,82,18,22,47,77,75,18,66,75,76,78,81,81,20,17,17,17,20,24,17,74,23,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"68","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener049",22,"Deustch","w",1,33,60,98,50,18,35,73,42,13,18,22,8,54,8,41,35,88,98,34,80,80,84,89,88,54,10,33,11,23,0,12,22,100,2,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"69","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener047",28,"Deutsch","w",3,14,89,88,50,23,6,97,57,92,18,10,8,69,4,66,53,66,85,22,77,81,89,86,82,59,36,15,15,16,8,8,18,36,9,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"70","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener072",30,"Deutsch","m",1,40,40,56,61,46,16,37,53,74,56,35,36,65,34,57,50,66,63,40,60,58,61,64,65,53,38,35,32,34,40,39,27,58,20,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
"71","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener069",21,"Deutsch","m",1,4,100,94,4,4,3,50,87,18,0,2,11,79,55,93,8,56,63,15,78,79,90,61,61,47,46,46,82,92,87,8,90,1,95,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"72","040","w040_birmingham_d6_IRS_NB_G711_A_64.wav","Listener067",28,"Deutsch","w",2,38,70,42,40,25,3,50,62,50,37,46,42,57,56,52,42,57,37,40,47,46,58,61,58,48,31,39,38,46,47,43,58,49,49,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.711"
"73","040","w040_birmingham_d6_HP135_WB_G722_64.wav","Listener057",26,"Deutsch","m",3,14,13,85,20,16,33,26,46,97,12,12,8,92,5,16,15,88,93,4,96,82,12,91,88,80,8,20,6,14,32,23,17,94,18,"w040_birmingham_d6.wav",2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,"high","w","birmingham","G.722"
